# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=2071558051
# chain_id=1
# iter=1000
# warmup=500
# save_warmup=1
# thin=1
# refresh=100
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,weights.5,scale
-2663.92,0.99993,0.00028349,4,15,0,2683.83,0.068564,0.166739,0.100073,0.189607,0.475017,3.51769
-2655.43,0.432874,0.00052383,3,7,0,2667.57,0.068508,0.166887,0.100274,0.189881,0.474451,3.52135
-2635.59,0.99992,0.000215766,4,15,0,2658.09,0.0684974,0.167543,0.100713,0.189691,0.473556,3.52188
-2633.05,0.89952,0.000395517,4,15,0,2636.76,0.0685515,0.167652,0.100669,0.189681,0.473446,3.51993
-2566.41,0.134143,0.000553704,4,15,0,2635.48,0.0686691,0.170518,0.100686,0.189703,0.470423,3.52163
-2561.13,0.978996,0.000107958,5,31,0,2570.56,0.0687733,0.170674,0.10069,0.189792,0.47007,3.52106
-2545.3,0.973533,0.00018585,4,15,0,2562.9,0.068766,0.171172,0.10083,0.190147,0.469086,3.52194
-2547.44,0.615725,0.000312879,2,3,0,2548.17,0.0687665,0.171151,0.100838,0.190112,0.469133,3.524
-2517.81,0.999596,0.000212756,5,31,0,2549.31,0.0686624,0.172352,0.101334,0.189983,0.467668,3.52191
-2511.29,1,0.000378663,2,7,0,2519.86,0.068696,0.172597,0.101358,0.190056,0.467293,3.52537
-2511.29,2.47388e-08,0.000668763,1,3,1,2513.49,0.068696,0.172597,0.101358,0.190056,0.467293,3.52537
-2499.84,0.999954,0.00010038,5,31,0,2512.7,0.0687947,0.173024,0.101585,0.189878,0.466718,3.52571
-2369.25,0.999947,0.000177379,6,63,0,2501.18,0.0690173,0.178193,0.102488,0.191749,0.458553,3.52734
-2369.37,0.997341,0.000310827,3,7,0,2370.95,0.069071,0.178202,0.102447,0.191681,0.458599,3.52751
-2352.37,0.975931,0.000536886,3,7,0,2370.1,0.0690628,0.179044,0.102656,0.191615,0.457622,3.52808
-2348.5,0.197177,0.000874244,2,5,0,2353.86,0.069065,0.179305,0.102548,0.191645,0.457437,3.52866
-2346.71,0.965595,0.000222766,4,15,0,2350.04,0.069017,0.179454,0.102524,0.191624,0.457381,3.5287
-2342.31,0.959094,0.00035355,3,7,0,2347.39,0.0689863,0.17967,0.102614,0.191605,0.457124,3.52883
-2309.69,0.321606,0.000549082,3,7,0,2343.33,0.0688385,0.181441,0.102815,0.191723,0.455182,3.5293
-2284.87,0.999834,0.000192383,5,31,0,2310.67,0.0686929,0.182659,0.103116,0.192072,0.45346,3.53058
-2283.81,0.779724,0.00032748,4,15,0,2287.51,0.0687261,0.18267,0.103269,0.192132,0.453203,3.53271
-2263.68,0.981018,0.000333876,4,15,0,2284.51,0.0687197,0.183747,0.103474,0.192068,0.451991,3.53095
-2248.79,0.701571,0.000538545,4,15,0,2264.31,0.0689123,0.184435,0.103547,0.192213,0.450893,3.53207
-2224.27,0.788031,0.000458054,4,15,0,2251.31,0.0690331,0.186312,0.103154,0.191882,0.449619,3.53092
-2177.07,0.980925,0.000474209,4,15,0,2225.84,0.0691411,0.188875,0.103005,0.193249,0.44573,3.53263
-2177.07,0.00210594,0.000755702,1,3,1,2179.27,0.0691411,0.188875,0.103005,0.193249,0.44573,3.53263
-2113.24,0.999918,0.000135431,6,63,0,2178.57,0.0690098,0.193747,0.10252,0.193674,0.441048,3.53346
-2110.28,0.988317,0.000225382,4,15,0,2114.37,0.0690418,0.193926,0.102649,0.193614,0.44077,3.5339
-2095.46,0.721971,0.000363313,4,15,0,2111.66,0.069098,0.194859,0.102856,0.193887,0.4393,3.5348
-2092.46,0.821378,0.00032515,5,31,0,2099.13,0.0690587,0.195331,0.102546,0.193845,0.439219,3.53467
-2090.27,1,0.000361574,4,15,0,2096.25,0.0692586,0.195204,0.102609,0.19417,0.438759,3.53472
-2090.27,0.0492486,0.000590726,3,7,0,2091.95,0.0692586,0.195204,0.102609,0.19417,0.438759,3.53472
-2089.5,0.995697,0.000124256,5,31,0,2091.1,0.0692641,0.195292,0.102663,0.194103,0.438678,3.53288
-2088.43,0.95703,0.000201127,4,15,0,2090.66,0.0692432,0.195375,0.10263,0.194145,0.438607,3.53306
-2039.93,0.987521,0.000298174,5,31,0,2092.15,0.0704019,0.198286,0.102603,0.195494,0.433215,3.53425
-2018.68,0.463232,0.00046932,5,31,0,2044.89,0.0698141,0.200288,0.102413,0.196771,0.430714,3.53419
-1984.7,0.99772,0.000243995,5,31,0,2020.73,0.0695808,0.204034,0.102806,0.196669,0.42691,3.5362
-1924.36,0.627717,0.000390624,5,31,0,1988.18,0.0702055,0.211365,0.10107,0.19907,0.41829,3.53714
-1880.96,0.986423,0.000288088,6,63,0,1928.64,0.0716204,0.216649,0.102509,0.203652,0.40557,3.54073
-1801.97,0.62224,0.000447693,8,255,0,1887.08,0.0737868,0.226938,0.0873824,0.234778,0.377115,3.52026
-1796.14,0.999047,0.000327117,6,63,0,1803.61,0.0748947,0.227243,0.086423,0.236393,0.375046,3.51912
-1791.43,0.392556,0.000518683,6,63,0,1798.6,0.0756118,0.226117,0.0866022,0.239059,0.37261,3.52025
-1788.89,0.955417,0.000237807,6,63,0,1792.41,0.0760926,0.224948,0.0863394,0.23905,0.37357,3.52035
-1788.82,0.996331,0.000343927,5,31,0,1789.03,0.0760676,0.224966,0.0862826,0.239115,0.373569,3.51845
-1784.07,0.687856,0.00053807,7,127,0,1792.2,0.0773445,0.221372,0.0844365,0.237478,0.37937,3.51325
-1781.26,0.667109,0.000451103,6,63,0,1786.24,0.0771575,0.221483,0.0844355,0.239989,0.376935,3.51358
-1751.28,0.999881,0.00036339,7,255,0,1782.36,0.080805,0.217338,0.081669,0.257773,0.362415,3.51125
-1751.28,0.0104826,0.000568253,5,31,0,1752.78,0.080805,0.217338,0.081669,0.257773,0.362415,3.51125
-1636.04,0.999935,0.00012497,10,1023,0,1752.7,0.122676,0.187169,0.0561197,0.347786,0.28625,3.45358
-1634.36,0.965585,0.000195517,10,1023,0,1639.95,0.115625,0.179493,0.0597344,0.36645,0.278698,3.46725
-1631.13,0.914987,0.000284704,10,1023,0,1636.64,0.177881,0.153198,0.0571326,0.379095,0.232694,3.42179
-1620.74,0.98589,0.000374216,9,1023,0,1635.61,0.178446,0.132169,0.107161,0.334806,0.247418,3.49689
-1621.02,0.282411,0.000562886,7,127,0,1621.6,0.178963,0.131097,0.106152,0.334481,0.249307,3.49347
-1619.91,0.978943,0.000216638,8,255,0,1622.11,0.181089,0.13193,0.106111,0.334485,0.246385,3.4926
-1610.19,0.955201,0.000321009,10,1023,0,1624.58,0.263586,0.0756081,0.141051,0.327442,0.192312,3.4919
-1609.35,0.938815,0.000452815,10,1023,0,1611.86,0.209194,0.0795569,0.146001,0.370694,0.194554,3.54755
-1609.35,3.25054e-15,0.00061707,1,1,0,1614.64,0.209194,0.0795569,0.146001,0.370694,0.194554,3.54755
-1609.97,0.998946,0.000141212,10,1023,0,1612.87,0.228083,0.0823642,0.140422,0.358403,0.190729,3.52168
-1607.36,0.997564,0.000216022,10,1023,0,1611.03,0.216986,0.0673584,0.149588,0.387666,0.178401,3.55015
-1608.24,0.999904,0.000328315,8,255,0,1608.56,0.222146,0.0678131,0.146964,0.391934,0.171144,3.54307
-1607.59,0.518306,0.000499259,10,1023,0,1614.64,0.208862,0.0555524,0.163118,0.404989,0.167478,3.58157
-1607.67,0.999971,0.000308139,10,1023,0,1608.98,0.222232,0.0603113,0.155248,0.389704,0.172505,3.5574
-1610.39,0.576063,0.000466916,7,127,0,1610.69,0.22512,0.0608106,0.157781,0.386334,0.169954,3.56129
-1609.23,0.999228,0.000321947,10,1023,0,1611.9,0.197549,0.0585564,0.154963,0.422161,0.16677,3.58074
-1607.8,0.932886,0.000485212,10,1023,0,1610.38,0.206545,0.0756871,0.143079,0.392541,0.182149,3.54706
-1607.79,0.351896,0.000645209,2,5,0,1610.1,0.206573,0.075596,0.14314,0.392562,0.182128,3.5479
-1608.61,0.997799,0.000296295,10,1023,0,1609.82,0.207659,0.0771528,0.137094,0.394879,0.183215,3.5366
-1608.61,0.0184391,0.0283565,1,3,1,1609.71,0.207659,0.0771528,0.137094,0.394879,0.183215,3.5366
-1608.61,2.11437e-284,0.0684717,1,2,1,1614.86,0.207659,0.0771528,0.137094,0.394879,0.183215,3.5366
-1607.84,0.947916,0.00681868,7,255,0,1610.07,0.206041,0.0678151,0.153317,0.398757,0.174071,3.56652
-1611.03,0.810579,0.00621656,7,191,0,1614.73,0.224998,0.0542086,0.150886,0.419028,0.150879,3.55277
-1609.34,0.994853,0.00486243,6,63,0,1611.67,0.222606,0.0557662,0.151602,0.410302,0.159724,3.55204
-1614.22,0.986606,0.00728355,6,63,0,1616.01,0.228073,0.0604959,0.142596,0.415963,0.152872,3.53589
-1617.08,0.794288,0.0116836,4,15,0,1619.33,0.231299,0.0624753,0.141498,0.413176,0.151553,3.52992
-1614.76,0.999675,0.0108863,4,15,0,1617.61,0.231852,0.0615983,0.142052,0.410106,0.154391,3.53171
-1614.07,0.313458,0.0197579,2,5,0,1615.61,0.230233,0.0622879,0.14189,0.410191,0.155397,3.53098
-1608.55,0.968102,0.00419639,7,191,0,1617.21,0.21382,0.0621813,0.154294,0.403637,0.166068,3.56233
-1608.58,0.988156,0.00709906,8,283,0,1612.17,0.180319,0.0655319,0.146515,0.446772,0.160862,3.58044
-1608.6,0.994525,0.0129161,5,63,0,1610.24,0.173799,0.0691165,0.153095,0.434071,0.169919,3.59701
-1608.6,7.29232e-15,0.0240555,1,1,0,1609.55,0.173799,0.0691165,0.153095,0.434071,0.169919,3.59701
-1607.4,0.996643,0.00197992,10,1023,0,1610.25,0.209755,0.0318651,0.178101,0.441349,0.13893,3.61427
-1606.94,0.999925,0.00375639,8,319,0,1608.2,0.217655,0.0353978,0.177141,0.425113,0.144693,3.60481
-1607.47,0.897249,0.00717189,6,71,0,1608.24,0.218821,0.0354484,0.176653,0.425514,0.143563,3.60399
-1607.39,0.994401,0.00992314,7,191,0,1608.59,0.196338,0.0481593,0.166141,0.441475,0.147887,3.60481
-1607.67,0.250437,0.0184195,2,5,0,1608.91,0.196899,0.0480303,0.167363,0.440579,0.147129,3.6054
-1607.79,0.976461,0.00355799,6,79,0,1609.49,0.193905,0.0460013,0.162388,0.449921,0.147785,3.59973
-1608.03,0.98576,0.00626386,7,127,0,1608.76,0.196131,0.044782,0.174606,0.428317,0.156165,3.61729
-1609.12,0.77986,0.0112455,6,127,0,1610.09,0.221692,0.0371017,0.168952,0.430971,0.141283,3.58913
-1608.06,0.922782,0.0108852,7,255,0,1610.07,0.209859,0.0282428,0.186344,0.436409,0.139146,3.62785
-1607.57,0.334667,0.016037,1,3,0,1608.34,0.210745,0.0281147,0.186505,0.435851,0.138784,3.62872
-1607.52,0.983106,0.00424958,9,1023,0,1610.41,0.211726,0.0407163,0.17069,0.426791,0.150077,3.59642
-1611.98,0.996887,0.00746589,7,191,0,1616.13,0.24155,0.0474774,0.174047,0.381839,0.155088,3.57641
-1607.15,0.941911,0.0135169,6,79,0,1613.43,0.194582,0.0465986,0.166621,0.445803,0.146396,3.60632
-1607.15,7.64008e-08,0.0207363,1,3,1,1608.46,0.194582,0.0465986,0.166621,0.445803,0.146396,3.60632
-1607.17,0.999985,0.00224143,8,255,0,1607.91,0.197648,0.0454035,0.166283,0.446128,0.144537,3.60403
-1607.45,0.981897,0.00407539,8,383,0,1608.51,0.204624,0.0433118,0.167199,0.439224,0.14564,3.59989
-1607.14,0.999829,0.00697902,7,255,0,1609.56,0.223354,0.0506709,0.167941,0.393902,0.164132,3.57947
-1607.14,0.137305,0.0124414,1,1,0,1607.95,0.223354,0.0506709,0.167941,0.393902,0.164132,3.57947
-1607.6,0.999942,0.00211065,8,511,0,1608.87,0.209941,0.0505108,0.162614,0.415152,0.161783,3.58155
-1609.52,0.966669,0.0037649,6,63,0,1611,0.220194,0.0502436,0.165992,0.413005,0.150566,3.58134
-1607.03,0.999084,0.00608665,5,31,0,1610.85,0.216106,0.0485686,0.164037,0.417897,0.153392,3.58095
-1609.89,0.644565,0.0106398,6,127,0,1610.8,0.201702,0.0512168,0.15943,0.429736,0.157915,3.58295
-1609.09,0.997765,0.00725724,8,255,0,1610.93,0.163045,0.0517877,0.160283,0.485314,0.13957,3.62544
-1608.31,0.945625,0.0125125,8,255,0,1609.5,0.266936,0.0518322,0.163556,0.343289,0.174386,3.5313
-1608.31,0.00528684,0.018689,1,3,1,1611.6,0.266936,0.0518322,0.163556,0.343289,0.174386,3.5313
-1608.02,0.999975,0.00247841,10,1023,0,1609.14,0.171749,0.0694972,0.148482,0.439621,0.17065,3.58954
-1611.9,0.996637,0.00427757,9,511,0,1613.94,0.209887,0.0731865,0.134233,0.402345,0.180348,3.53045
-1612.68,0.999728,0.00725988,8,511,0,1617.19,0.13852,0.0334169,0.182046,0.511181,0.134836,3.68861
-1610.13,0.785192,0.0123186,7,175,0,1615.83,0.244709,0.0226838,0.192952,0.390647,0.149007,3.60702
-1610.11,0.448836,0.0121488,7,223,0,1611.83,0.219567,0.014764,0.202402,0.437139,0.126128,3.65183
-1613.99,0.812442,0.00521288,8,383,0,1615.2,0.255111,0.0155679,0.186609,0.411904,0.130808,3.58809
-1612.34,0.995108,0.00553094,8,383,0,1616.56,0.198319,0.026908,0.194084,0.442517,0.138173,3.65559
-1612.2,0.799686,0.00915406,8,383,0,1615.99,0.171987,0.0735262,0.148999,0.425073,0.180415,3.58567
-1609.55,0.999499,0.00936973,6,63,0,1612.63,0.174526,0.0749747,0.145163,0.432081,0.173256,3.57971
-1610.6,0.716848,0.0155022,5,55,1,1611.36,0.152562,0.0753616,0.136014,0.470725,0.165337,3.58597
-1610.46,0.885143,0.0129645,5,31,0,1611.33,0.153923,0.0749161,0.135707,0.469253,0.166202,3.58622
-1609.32,0.248264,0.0162016,5,63,0,1611.06,0.168836,0.0789305,0.145069,0.428647,0.178517,3.58475
-1607.59,0.999961,0.0179948,8,255,0,1611.54,0.167664,0.0519146,0.163671,0.468378,0.148372,3.62585
-1607.59,0,0.258845,0,1,1,1609.2,0.167664,0.0519146,0.163671,0.468378,0.148372,3.62585
-1607.59,1.50773e-08,0.0437442,1,3,1,1610.12,0.167664,0.0519146,0.163671,0.468378,0.148372,3.62585
-1609.68,0.993689,0.00431454,8,447,0,1613.07,0.140201,0.0711351,0.145077,0.480829,0.162757,3.61543
-1609.66,0.99958,0.00573135,9,511,0,1610.13,0.144731,0.0703548,0.145798,0.474426,0.164689,3.61214
-1608.48,0.999117,0.00894465,9,639,0,1611.55,0.243923,0.0228128,0.191087,0.400818,0.14136,3.6066
-1609.51,0.901407,0.0151764,8,471,0,1610.44,0.232535,0.0163759,0.192021,0.431656,0.127412,3.62262
-1608.66,0.666327,0.0199727,8,511,0,1612.89,0.169703,0.0513971,0.159498,0.477173,0.142228,3.61924
-1609.75,0.999958,0.0128463,7,127,0,1611.09,0.17573,0.0441817,0.162218,0.486377,0.131494,3.61946
-1608.44,0.877642,0.0238489,6,127,0,1611.67,0.194808,0.0390409,0.181497,0.43726,0.147394,3.63168
-1607.38,0.606344,0.0304005,4,23,0,1610.33,0.199959,0.0373409,0.1745,0.44284,0.14536,3.61551
-1608.43,0.999257,0.0165234,8,335,0,1610.45,0.256439,0.0309819,0.178645,0.383068,0.150865,3.57076
-1608.43,0.0202302,0.0311701,2,5,0,1610.44,0.256439,0.0309819,0.178645,0.383068,0.150865,3.57076
-1607.33,0.99938,0.00272488,10,1023,0,1609.8,0.235126,0.0360301,0.176073,0.402099,0.150672,3.58495
-1607.92,0.989843,0.00519196,8,511,0,1609.84,0.237347,0.0364168,0.183104,0.389422,0.15371,3.59476
-1609.52,0.896463,0.00956084,8,511,0,1612.87,0.230911,0.0383334,0.168074,0.424254,0.138427,3.57904
-1610.32,0.827321,0.0131289,7,127,0,1614.54,0.20827,0.0213184,0.19594,0.43628,0.138192,3.64614
-1609.53,0.999087,0.0145506,7,191,0,1613.3,0.188384,0.027488,0.178408,0.485004,0.120716,3.6385
-1609.39,0.667088,0.0271254,7,191,0,1613.61,0.254142,0.0518832,0.159539,0.361141,0.173295,3.53622
-1609.48,0.842812,0.0184692,6,63,0,1611.23,0.237395,0.0558308,0.166202,0.363608,0.176965,3.56205
-1608.27,0.987136,0.0213801,4,23,0,1609.82,0.237947,0.0567058,0.166122,0.3635,0.175726,3.55929
-1608.27,0.019136,0.0378464,1,3,0,1609.24,0.237947,0.0567058,0.166122,0.3635,0.175726,3.55929
-1610.33,0.999179,0.00388687,8,383,0,1611.89,0.257079,0.0494298,0.157163,0.378083,0.158245,3.5334
-1607.76,0.983883,0.0071647,8,511,0,1613.75,0.202462,0.0569704,0.16079,0.413148,0.166629,3.58587
-1609.23,0.976953,0.0125108,7,199,0,1613.27,0.191641,0.0823627,0.138305,0.407114,0.180577,3.55307
-1608.29,0.888267,0.0212199,8,255,0,1613.08,0.248195,0.0499729,0.163836,0.369673,0.168323,3.54776
-1607.19,0.788035,0.0277491,6,95,0,1609.03,0.23797,0.0541902,0.164234,0.373991,0.169614,3.55814
-1607.62,0.941596,0.0272614,5,47,0,1608.47,0.233596,0.0540379,0.166238,0.37312,0.173008,3.56522
-1607.62,0.115681,0.0410898,2,5,1,1608.82,0.233596,0.0540379,0.166238,0.37312,0.173008,3.56522
-1607.4,0.999776,0.00628601,8,383,0,1608.84,0.229955,0.049122,0.164851,0.399883,0.15619,3.57022
-1608.62,0.980993,0.0111717,7,191,0,1609.42,0.203432,0.0520551,0.167059,0.408573,0.168881,3.59392
-1613.27,0.841304,0.0186888,4,31,0,1614.23,0.206505,0.0572691,0.168869,0.406821,0.160536,3.59812
-1609.49,0.898434,0.0212793,3,11,0,1614.34,0.206462,0.0538335,0.167824,0.409041,0.162839,3.596
-1608.95,0.921804,0.0281643,5,63,0,1612.8,0.197368,0.0620414,0.156424,0.417998,0.166169,3.57996
-1608.95,0.020707,0.0394795,1,3,0,1610.13,0.197368,0.0620414,0.156424,0.417998,0.166169,3.57996
-1608.73,0.999798,0.00514893,9,879,0,1610.73,0.183995,0.0575796,0.161375,0.435757,0.161293,3.60526
-1610.98,0.978011,0.00891686,8,335,0,1613.71,0.260473,0.0283473,0.179051,0.390417,0.141711,3.57241
-1612.27,0.971237,0.01447,9,511,0,1614.64,0.173399,0.029525,0.175867,0.506759,0.11445,3.65232
-1609.57,0.951151,0.0229033,5,63,0,1613.93,0.166527,0.029532,0.179021,0.499123,0.125797,3.66067
-1609.01,0.561784,0.0342003,3,9,0,1609.38,0.16501,0.0298894,0.178303,0.500729,0.126069,3.65894
-1610.41,0.917695,0.018955,5,47,0,1611.31,0.161271,0.033499,0.17935,0.505147,0.120733,3.66613
-1611.96,0.757569,0.0259021,6,63,0,1616.03,0.164146,0.0264768,0.192557,0.484032,0.132789,3.68264
-1610.52,0.999909,0.0236365,6,63,0,1612.37,0.179664,0.0352568,0.167212,0.494276,0.123592,3.62785
-1610.3,0.405327,0.0393383,2,5,0,1610.79,0.178765,0.0354683,0.167215,0.494804,0.123747,3.62774
-1611.02,0.988737,0.0150818,7,127,0,1613.91,0.131246,0.0465693,0.165171,0.53074,0.126273,3.66773
-1612.64,0.992689,0.0243237,4,31,0,1615.03,0.124431,0.0387693,0.171201,0.533961,0.131637,3.68308
-1612.64,0.0280416,0.0393389,2,5,0,1614.18,0.124431,0.0387693,0.171201,0.533961,0.131637,3.68308
-1611.67,0.999017,0.00620774,6,127,0,1615.19,0.129495,0.0389997,0.169207,0.532465,0.129833,3.67515
-1610.96,0.999886,0.0102194,6,95,0,1612.18,0.129547,0.0424977,0.172444,0.528936,0.126576,3.68223
-1610.15,0.898687,0.0167432,9,511,0,1612.9,0.275723,0.0120797,0.199884,0.375421,0.136892,3.59276
-1607.77,0.999872,0.021466,8,383,0,1610.46,0.162534,0.0515203,0.162567,0.478068,0.145311,3.62917
-1607.97,0.157728,0.0347613,2,7,0,1611.52,0.161179,0.0509467,0.163188,0.478891,0.145796,3.63196
-1608.91,0.992598,0.00788697,9,583,0,1610.52,0.245248,0.0152978,0.197429,0.409971,0.132053,3.61719
-1607.11,0.997457,0.0125601,9,511,0,1609.57,0.199803,0.0531218,0.16393,0.426291,0.156854,3.59426
-1608.02,0.865038,0.0201047,7,255,0,1610.84,0.224993,0.0268977,0.183984,0.42548,0.138646,3.61226
-1608.02,0.95214,0.023646,6,127,0,1608.99,0.20938,0.034742,0.179398,0.430773,0.145706,3.61422
-1608.02,0.0352776,0.0338134,1,3,0,1608.65,0.20938,0.034742,0.179398,0.430773,0.145706,3.61422
-1607.81,0.999934,0.00609658,9,679,0,1609.59,0.193032,0.0594005,0.154773,0.432432,0.160363,3.58571
-1609.1,0.972923,0.00973975,8,451,0,1612.77,0.166212,0.0601067,0.161024,0.451943,0.160713,3.62037
-1608.49,0.998861,0.0145678,7,255,0,1610.95,0.217501,0.0479717,0.160231,0.420163,0.154133,3.57459
-1607.85,0.992751,0.0229638,5,63,0,1609.46,0.214792,0.049983,0.161281,0.414037,0.159908,3.57518
-1607.65,0.206948,0.0355214,2,5,1,1610.17,0.214639,0.049072,0.161703,0.415182,0.159404,3.57723
-1609.43,0.996918,0.00980086,7,127,0,1610.25,0.209986,0.0532267,0.168366,0.394508,0.173913,3.5884
-1608.01,0.957978,0.0152945,7,255,0,1614.12,0.239233,0.0312773,0.178032,0.407027,0.14443,3.58758
-1608.12,0.997874,0.0218272,8,255,0,1610.09,0.212532,0.0240537,0.188707,0.437523,0.137184,3.63088
-1608.12,0.0625783,0.0338015,2,5,1,1610.51,0.212532,0.0240537,0.188707,0.437523,0.137184,3.63088
-1608.74,0.950775,0.00705209,7,215,0,1611.42,0.226929,0.0239267,0.190355,0.424769,0.13402,3.62294
-1607.62,0.999779,0.00989294,8,511,0,1610.3,0.223344,0.0396645,0.173433,0.418498,0.14506,3.59233
-1609.53,0.968784,0.015335,5,31,0,1610.13,0.223817,0.0350448,0.173567,0.41714,0.150431,3.59232
-1608.87,0.995609,0.0221633,7,223,0,1611.88,0.254153,0.0315515,0.178844,0.381748,0.153704,3.57302
-1608.87,0.0100764,0.0337448,2,5,0,1613.26,0.254153,0.0315515,0.178844,0.381748,0.153704,3.57302
-1610.97,0.993569,0.00658151,9,1023,0,1612.89,0.259542,0.0351414,0.185857,0.350367,0.169093,3.57503
-1609.09,0.999987,0.00999699,9,511,0,1612.08,0.252924,0.0325456,0.174153,0.398273,0.142104,3.56888
-1608.42,0.987693,0.0153188,9,511,0,1610.57,0.169384,0.0460125,0.162157,0.486062,0.136385,3.62447
-1610.37,0.873014,0.0227876,5,63,0,1611.22,0.157249,0.045389,0.175945,0.472354,0.149064,3.65571
-1611.53,0.999878,0.0267239,6,63,0,1612.62,0.165097,0.0365665,0.165358,0.513487,0.119491,3.63887
