# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity 
0.00000    68461728.00000000 41715284.00000000 106882064.00000000 43972.97656250  3470187.00000000 2708747.00000000 
0.00100    68454472.00000000 41710488.00000000 106869840.00000000 43966.62500000  3469720.00000000 2708393.50000000 
0.00200    68432352.00000000 41696400.00000000 106834208.00000000 43946.81640625  3468343.75000000 2707328.50000000 
0.00300    68394272.00000000 41672944.00000000 106773232.00000000 43914.46875000  3466062.00000000 2705558.00000000 
0.00400    68340176.00000000 41639968.00000000 106688608.00000000 43869.12500000  3462870.25000000 2703065.75000000 
0.00500    68270160.00000000 41597680.00000000 106580568.00000000 43811.00000000  3458763.25000000 2699880.00000000 
0.00600    68184408.00000000 41546436.00000000 106447048.00000000 43739.83203125  3453755.25000000 2696001.00000000 
0.00700    68083224.00000000 41485880.00000000 106291472.00000000 43656.12890625  3447859.50000000 2691404.75000000 
0.00800    67966120.00000000 41415940.00000000 106111464.00000000 43559.56250000  3441042.25000000 2686098.75000000 
0.00900    67834624.00000000 41336984.00000000 105908424.00000000 43450.46875000  3433361.25000000 2680138.25000000 
0.01000    67688840.00000000 41248852.00000000 105680632.00000000 43328.77734375  3424764.75000000 2673461.50000000 
0.01100    67528464.00000000 41151904.00000000 105430024.00000000 43194.85156250  3415325.50000000 2666128.25000000 
0.01200    67352272.00000000 41045344.00000000 105156816.00000000 43048.59765625  3405003.25000000 2658097.25000000 
0.01300    67160880.00000000 40930244.00000000 104860920.00000000 42890.28515625  3393826.00000000 2649421.75000000 
0.01400    66955540.00000000 40806552.00000000 104541624.00000000 42720.04687500  3381798.50000000 2640067.00000000 
0.01500    66735808.00000000 40674152.00000000 104200408.00000000 42537.77343750  3368924.50000000 2630070.75000000 
0.01600    66501772.00000000 40533072.00000000 103836440.00000000 42344.00390625  3355236.25000000 2619418.50000000 
0.01700    66253492.00000000 40383356.00000000 103451512.00000000 42138.63281250  3340723.25000000 2608138.00000000 
0.01800    65991392.00000000 40225660.00000000 103044072.00000000 41922.28515625  3325400.00000000 2596227.25000000 
0.01900    65715612.00000000 40059292.00000000 102616288.00000000 41694.48437500  3309292.25000000 2583695.00000000 
0.02000    65426336.00000000 39884988.00000000 102167176.00000000 41456.03906250  3292409.50000000 2570572.25000000 
0.02100    65123768.00000000 39702476.00000000 101697224.00000000 41206.77734375  3274746.25000000 2556855.00000000 
0.02200    64808032.00000000 39512176.00000000 101206600.00000000 40947.02343750  3256335.00000000 2542530.50000000 
0.02300    64479736.00000000 39314336.00000000 100697176.00000000 40677.05468750  3237189.50000000 2527648.50000000 
0.02400    64138704.00000000 39108628.00000000 100167376.00000000 40397.41406250  3217324.00000000 2512198.75000000 
0.02500    63785172.00000000 38895704.00000000 99618512.00000000 40107.83593750  3196762.50000000 2496210.00000000 
