# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity 
0.00000    68462064.00000000 41715340.00000000 106882136.00000000 43445.87500000  3449316.25000000 2692468.25000000 
0.00100    68455208.00000000 41710900.00000000 106870584.00000000 43439.88671875  3448880.50000000 2692131.75000000 
0.00200    68434080.00000000 41697480.00000000 106836728.00000000 43421.48046875  3447589.25000000 2691134.75000000 
0.00300    68397952.00000000 41675348.00000000 106779384.00000000 43391.16796875  3445452.75000000 2689466.00000000 
0.00400    68346600.00000000 41644192.00000000 106699312.00000000 43348.76171875  3442442.00000000 2687128.75000000 
0.00500    68280384.00000000 41604424.00000000 106597312.00000000 43294.21093750  3438584.25000000 2684135.00000000 
0.00600    68199720.00000000 41556180.00000000 106471832.00000000 43227.76171875  3433873.25000000 2680466.25000000 
0.00700    68104496.00000000 41498940.00000000 106324240.00000000 43149.11328125  3428304.50000000 2676159.75000000 
0.00800    67993848.00000000 41433072.00000000 106154352.00000000 43058.78906250  3421904.75000000 2671181.75000000 
0.00900    67869416.00000000 41358204.00000000 105962456.00000000 42956.66015625  3414661.00000000 2665555.00000000 
0.01000    67731128.00000000 41275140.00000000 105748104.00000000 42842.64843750  3406595.25000000 2659277.75000000 
0.01100    67579136.00000000 41183428.00000000 105510672.00000000 42717.02343750  3397688.00000000 2652384.00000000 
0.01200    67413240.00000000 41083308.00000000 105252064.00000000 42579.97265625  3387974.25000000 2644827.50000000 
0.01300    67232200.00000000 40974436.00000000 104972680.00000000 42431.45312500  3377446.50000000 2636640.75000000 
0.01400    67037712.00000000 40857564.00000000 104670952.00000000 42271.66796875  3366101.50000000 2627831.25000000 
0.01500    66829604.00000000 40732200.00000000 104348152.00000000 42100.69140625  3353966.50000000 2618406.75000000 
0.01600    66608076.00000000 40598920.00000000 104004200.00000000 41918.84375000  3341049.50000000 2608367.00000000 
0.01700    66372636.00000000 40457588.00000000 103639376.00000000 41725.97656250  3327362.50000000 2597733.75000000 
0.01800    66124504.00000000 40308096.00000000 103254056.00000000 41522.69531250  3312910.75000000 2586505.50000000 
0.01900    65863024.00000000 40151144.00000000 102848520.00000000 41308.46875000  3297685.00000000 2574688.75000000 
0.02000    65588772.00000000 39986044.00000000 102423032.00000000 41084.40234375  3281735.00000000 2562282.25000000 
0.02100    65301848.00000000 39813396.00000000 101977984.00000000 40849.88671875  3265045.75000000 2549328.50000000 
0.02200    65002184.00000000 39632844.00000000 101513016.00000000 40605.43750000  3247648.25000000 2535807.25000000 
0.02300    64690392.00000000 39445284.00000000 101028920.00000000 40351.30078125  3229538.00000000 2521738.00000000 
0.02400    64366676.00000000 39250424.00000000 100526968.00000000 40087.67578125  3210737.00000000 2507134.00000000 
0.02500    64030804.00000000 39048472.00000000 100005944.00000000 39814.78906250  3191273.50000000 2491988.75000000 
0.02600    63683424.00000000 38839448.00000000 99466680.00000000 39532.44921875  3171122.50000000 2476350.25000000 
0.02700    63324604.00000000 38623504.00000000 98909912.00000000 39241.51562500  3150341.00000000 2460195.00000000 
0.02800    62954764.00000000 38400692.00000000 98336056.00000000 38942.01953125  3128932.50000000 2443556.75000000 
0.02900    62573848.00000000 38171404.00000000 97745168.00000000 38634.04296875  3106894.75000000 2426429.00000000 
0.03000    62182336.00000000 37935620.00000000 97137760.00000000 38317.80078125  3084259.00000000 2408848.50000000 
0.03100    61780364.00000000 37693840.00000000 96513824.00000000 37994.09765625  3061051.50000000 2390805.75000000 
0.03200    61368408.00000000 37445680.00000000 95874304.00000000 37662.19531250  3037268.00000000 2372328.25000000 
0.03300    60946612.00000000 37191560.00000000 95219416.00000000 37323.32031250  3012942.00000000 2353421.50000000 
0.03400    60514984.00000000 36931752.00000000 94550104.00000000 36977.12890625  2988084.50000000 2334091.25000000 
0.03500    60074212.00000000 36666216.00000000 93865736.00000000 36624.22656250  2962706.25000000 2314365.25000000 
0.03600    59624644.00000000 36395528.00000000 93167640.00000000 36264.66015625  2936833.50000000 2294256.00000000 
0.03700    59165964.00000000 36119332.00000000 92455648.00000000 35898.96093750  2910476.50000000 2273778.25000000 
0.03800    58699092.00000000 35838008.00000000 91730864.00000000 35527.12109375  2883678.00000000 2252933.75000000 
0.03900    58224064.00000000 35551764.00000000 90993584.00000000 35149.65234375  2856436.00000000 2231755.00000000 
0.04000    57741356.00000000 35260676.00000000 90243912.00000000 34766.58203125  2828753.00000000 2210231.00000000 
0.04100    57250760.00000000 34965192.00000000 89482520.00000000 34378.40625000  2800676.00000000 2188405.25000000 
0.04200    56752936.00000000 34665420.00000000 88709952.00000000 33985.50390625  2772223.75000000 2166281.50000000 
0.04300    56248540.00000000 34361196.00000000 87926336.00000000 33587.95312500  2743408.50000000 2143876.00000000 
0.04400    55737180.00000000 34053120.00000000 87132592.00000000 33186.00390625  2714240.00000000 2121191.00000000 
0.04500    55219964.00000000 33741316.00000000 86329200.00000000 32780.19140625  2684741.00000000 2098262.25000000 
0.04600    54696400.00000000 33425640.00000000 85515752.00000000 32370.62109375  2654962.00000000 2075095.62500000 
0.04700    54167292.00000000 33106646.00000000 84694128.00000000 31957.67968750  2624866.50000000 2051690.87500000 
0.04800    53632700.00000000 32784368.00000000 83864416.00000000 31541.59179688  2594521.50000000 2028089.50000000 
0.04900    53093112.00000000 32458912.00000000 83026264.00000000 31122.55468750  2563919.75000000 2004289.87500000 
0.05000    52549084.00000000 32130716.00000000 82180832.00000000 30701.08593750  2533091.75000000 1980312.75000000 
0.05100    52000316.00000000 31799800.00000000 81328728.00000000 30277.32226562  2502050.50000000 1956175.50000000 
0.05200    51447616.00000000 31466296.00000000 80469984.00000000 29851.57617188  2470828.50000000 1931881.12500000 
0.05300    50891216.00000000 31130488.00000000 79605272.00000000 29423.95507812  2439430.25000000 1907453.62500000 
0.05400    50331152.00000000 30792598.00000000 78735192.00000000 28995.09375000  2407889.50000000 1882906.50000000 
0.05500    49767952.00000000 30452650.00000000 77860064.00000000 28565.01171875  2376212.25000000 1858254.37500000 
0.05600    49201776.00000000 30111094.00000000 76980760.00000000 28134.01562500  2344409.50000000 1833515.37500000 
0.05700    48633356.00000000 29767754.00000000 76097304.00000000 27702.45312500  2312525.75000000 1808702.12500000 
0.05800    48062524.00000000 29423142.00000000 75209952.00000000 27270.50781250  2280555.25000000 1783825.12500000 
0.05900    47489820.00000000 29077312.00000000 74319584.00000000 26838.44921875  2248527.00000000 1758891.12500000 
0.06000    46915512.00000000 28730496.00000000 73427040.00000000 26406.57031250  2216472.25000000 1733935.12500000 
0.06100    46339596.00000000 28382790.00000000 72531944.00000000 25975.10156250  2184364.50000000 1708958.62500000 
0.06200    45762916.00000000 28034334.00000000 71635216.00000000 25544.25390625  2152273.25000000 1683966.50000000 
0.06300    45185488.00000000 27685420.00000000 70737824.00000000 25114.51562500  2120190.75000000 1658987.25000000 
0.06400    44607524.00000000 27336086.00000000 69839032.00000000 24685.66210938  2088136.25000000 1634021.75000000 
0.06500    44029324.00000000 26986676.00000000 68939784.00000000 24258.32617188  2056116.62500000 1609105.50000000 
0.06600    43451144.00000000 26637178.00000000 68041000.00000000 23832.62304688  2024168.12500000 1584224.50000000 
0.06700    42873464.00000000 26287910.00000000 67142448.00000000 23408.60937500  1992296.50000000 1559402.12500000 
0.06800    42296356.00000000 25938994.00000000 66245092.00000000 22986.85546875  1960513.37500000 1534646.75000000 
0.06900    41720216.00000000 25590532.00000000 65348768.00000000 22567.25390625  1928843.25000000 1509976.87500000 
0.07000    41145012.00000000 25242676.00000000 64454348.00000000 22150.00000000  1897291.62500000 1485396.75000000 
0.07100    40571280.00000000 24895578.00000000 63561768.00000000 21735.43750000  1865877.75000000 1460921.62500000 
0.07200    39999204.00000000 24549472.00000000 62671800.00000000 21323.80273438  1834614.75000000 1436572.12500000 
0.07300    39429052.00000000 24204492.00000000 61784828.00000000 20915.17968750  1803521.00000000 1412340.62500000 
0.07400    38861184.00000000 23860600.00000000 60901172.00000000 20509.71289062  1772599.50000000 1388248.25000000 
0.07500    38295336.00000000 23518306.00000000 60020872.00000000 20107.71679688  1741870.50000000 1364301.25000000 
0.07600    37732332.00000000 23177246.00000000 59144404.00000000 19709.10742188  1711346.62500000 1340507.00000000 
0.07700    37172052.00000000 22837964.00000000 58272596.00000000 19314.43554688  1681037.50000000 1316893.00000000 
0.07800    36614808.00000000 22500446.00000000 57405088.00000000 18923.41210938  1650953.12500000 1293435.12500000 
0.07900    36060900.00000000 22164760.00000000 56542700.00000000 18536.48046875  1621112.50000000 1270170.37500000 
