# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1078967724
# chain_id=1
# iter=4000
# warmup=2000
# save_warmup=1
# thin=1
# refresh=400
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,scale,boltzmann_shift
-1.22721e+86,1,1.12104e-44,1,1,0,9.74665e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,14.3855,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.43117,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,0.239791,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,0.0186273,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,0.00130482,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,8.85015e-05,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,6.04912e-06,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,4.26362e-07,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,3.1403e-08,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.4349e-09,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.99502e-10,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.72987e-11,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.58747e-12,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.54049e-13,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.57858e-14,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.70518e-15,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.93794e-16,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.31266e-17,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.89206e-18,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,3.78234e-19,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,5.16332e-20,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,7.34345e-21,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.08616e-21,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.66789e-22,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.65469e-23,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,4.37284e-24,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,7.44359e-25,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.30759e-25,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.36734e-26,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,4.41183e-27,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,8.45351e-28,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.66356e-28,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,3.35871e-29,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,6.95042e-30,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.47282e-30,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,3.19307e-31,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,7.0766e-32,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.60197e-32,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,3.70149e-33,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,8.72325e-34,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.09542e-34,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,5.12713e-35,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.2771e-35,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,3.23648e-36,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,8.34024e-37,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.18431e-37,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,5.81116e-38,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.5697e-38,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,4.3031e-39,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,1.19665e-39,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,3.37435e-40,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,9.64454e-41,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.79304e-41,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,8.19252e-42,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.43306e-42,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,7.31369e-43,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,2.2245e-43,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-1.22721e+86,0,6.84391e-44,0,1,1,1.22721e+86,0.200778,0.550134,0.249088,0.895081,4.14635
-2.55082e+85,1,2.12925e-44,2,3,0,9.39839e+85,0.199283,0.553649,0.247068,0.895081,5.05477
-2.87062e+83,1,6.12388e-44,1,1,0,2.41861e+85,0.196722,0.559677,0.243601,0.895081,7.6566
-1.32957e+83,1,1.73416e-43,4,15,0,2.52171e+83,0.196491,0.560221,0.243288,0.895081,8.10377
-4.57209e+81,1,4.83708e-43,1,1,0,1.13673e+83,0.19566,0.562178,0.242162,0.895081,10.0625
-1.30802e+81,1,1.32945e-42,3,7,0,3.66646e+81,0.195444,0.562687,0.241869,0.895081,10.7902
-5.55681e+79,1,3.60178e-42,3,7,0,1.10666e+81,0.194991,0.563754,0.241255,0.895081,12.6274
-1.59958e+79,1,9.62213e-42,1,1,0,4.46158e+79,0.194854,0.564077,0.241069,0.895081,13.3519
-9.05219e+77,1,2.53562e-41,2,3,0,1.31483e+79,0.194579,0.564724,0.240697,0.895081,15.0229
-2.35987e+77,1,6.59325e-41,1,1,0,7.17577e+77,0.194474,0.564971,0.240555,0.895081,15.8052
-1.73735e+76,1,1.69223e-40,1,1,0,1.89013e+77,0.194294,0.565395,0.240311,0.895081,17.3235
-4.07962e+75,1,4.28842e-40,1,1,0,1.36235e+76,0.194209,0.565596,0.240195,0.895081,18.1668
-3.79578e+74,1,1.07337e-39,2,3,0,3.20468e+75,0.194083,0.565891,0.240025,0.895081,19.5489
-8.12062e+73,1,2.65423e-39,1,1,0,2.95473e+74,0.194012,0.566059,0.239929,0.895081,20.4465
-9.25696e+72,1,6.48622e-39,1,1,0,6.30179e+73,0.193921,0.566274,0.239805,0.895081,21.7105
-1.84254e+72,1,1.56685e-38,6,63,0,7.17626e+72,0.193861,0.566416,0.239723,0.895081,22.6501
