# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=305369701
# chain_id=0
# iter=4000
# warmup=2000
# save_warmup=1
# thin=1
# refresh=400
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_0.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,weights.5,scale,boltzman_shift
-2.25574e+97,1,8.94414e-50,2,3,0,9.72908e+97,0.0729216,0.817887,0.059319,0.0106879,0.0391845,0.393932,16.9941
-4.20213e+96,1,2.08567e-49,3,7,0,1.75374e+97,0.0617674,0.852821,0.0464004,0.00836024,0.0306508,0.393932,17.8367
-7.88214e+95,1,4.82056e-49,2,3,0,3.2676e+96,0.0516591,0.881558,0.0362801,0.00653681,0.0239656,0.393932,18.6753
-6.17615e+94,1,2.76126e-49,1,1,0,6.45297e+95,0.0514931,0.884175,0.034949,0.00629697,0.0230863,0.393932,20.1441
-6.17615e+94,0,3.97222e-48,0,1,1,6.17615e+94,0.0514931,0.884175,0.034949,0.00629697,0.0230863,0.393932,20.1441
-1.89944e+94,1,6.71309e-49,2,3,0,5.01212e+94,0.0514148,0.885344,0.0343562,0.00619016,0.0226947,0.393932,20.8244
-9.17401e+93,1,9.51049e-49,2,3,0,1.67743e+94,0.051366,0.886054,0.0339972,0.00612549,0.0224576,0.393932,21.2443
-3.56621e+93,1,1.55933e-48,1,1,0,7.74554e+93,0.0513025,0.886962,0.0335382,0.00604279,0.0221544,0.393932,21.7895
-1.12733e+93,1,2.76126e-48,5,31,0,2.90584e+93,0.0512245,0.88805,0.0329894,0.0059439,0.0217919,0.393932,22.4541
-3.26603e+92,1,5.09398e-48,2,3,0,9.0737e+92,0.05114,0.889198,0.0324119,0.00583985,0.0214104,0.393932,23.169
-9.15354e+91,1,9.59025e-48,1,1,0,2.61773e+92,0.0510526,0.890351,0.0318327,0.00573549,0.0210278,0.393932,23.9032
-2.5361e+91,1,1.81979e-47,1,1,0,7.32632e+91,0.0509637,0.891491,0.031262,0.00563267,0.0206508,0.393932,24.6441
-7.04659e+90,1,3.4536e-47,2,3,0,2.03054e+91,0.0508743,0.892604,0.0307061,0.0055325,0.0202836,0.393932,25.3834
-1.98011e+90,1,6.5233e-47,1,1,0,5.64968e+90,0.050785,0.893683,0.030168,0.00543555,0.0199281,0.393932,26.1162
-5.65746e+89,1,1.22256e-46,1,1,0,1.5909e+90,0.0506962,0.894727,0.0296492,0.00534209,0.0195855,0.393932,26.8396
-1.64888e+89,1,2.26908e-46,6,63,0,4.55718e+89,0.0506083,0.895733,0.0291504,0.0052522,0.0192559,0.393932,27.5515
-4.91165e+88,1,4.16592e-46,1,1,0,1.33211e+89,0.0505212,0.896702,0.0286713,0.00516589,0.0189395,0.393932,28.2509
-1.49685e+88,1,7.561e-46,1,1,0,3.98074e+88,0.0504353,0.897634,0.0282116,0.00508306,0.0186358,0.393932,28.9372
-4.66902e+87,1,1.35623e-45,2,3,0,1.21725e+88,0.0503505,0.898531,0.0277705,0.00500359,0.0183445,0.393932,29.6101
-1.49065e+87,1,2.40407e-45,1,1,0,3.81015e+87,0.0502668,0.899394,0.0273474,0.00492734,0.0180649,0.393932,30.2697
-4.86981e+86,1,4.21183e-45,3,7,0,1.22079e+87,0.0501844,0.900224,0.0269412,0.00485417,0.0177966,0.393932,30.916
-1.62722e+86,1,7.29451e-45,1,1,0,4.00264e+86,0.0501032,0.901023,0.0265512,0.0047839,0.017539,0.393932,31.5493
-5.55818e+85,1,1.24923e-44,3,7,0,1.34231e+86,0.0500232,0.901792,0.0261766,0.00471639,0.0172915,0.393932,32.1699
-1.93952e+85,1,2.11619e-44,2,3,0,4.60161e+85,0.0499444,0.902534,0.0258164,0.0046515,0.0170536,0.393932,32.7783
-6.90939e+84,1,3.54716e-44,2,3,0,1.6115e+85,0.0498667,0.90325,0.0254699,0.00458907,0.0168247,0.393932,33.3747
-2.51109e+84,1,5.88544e-44,1,1,0,5.7612e+84,0.0497901,0.90394,0.0251363,0.00452897,0.0166044,0.393932,33.9597
-9.30377e+83,1,9.66953e-44,2,3,0,2.10112e+84,0.0497147,0.904607,0.024815,0.00447107,0.0163921,0.393932,34.5335
-3.51176e+83,1,1.57369e-43,7,127,0,7.81155e+83,0.0496404,0.905252,0.0245051,0.00441524,0.0161874,0.393932,35.0967
-1.34947e+83,1,2.53789e-43,1,1,0,2.95845e+83,0.0495671,0.905875,0.0242062,0.00436139,0.01599,0.393932,35.6495
-5.27579e+82,1,4.05712e-43,2,3,0,1.1406e+83,0.0494948,0.906479,0.0239177,0.00430939,0.0157993,0.393932,36.1924
-2.09708e+82,1,6.43131e-43,1,1,0,4.47354e+82,0.0494235,0.907063,0.0236388,0.00425915,0.0156151,0.393932,36.7257
-8.46988e+81,1,1.01125e-42,1,1,0,1.78378e+82,0.0493532,0.90763,0.0233692,0.00421058,0.0154371,0.393932,37.2499
-3.47389e+81,1,1.5777e-42,2,3,0,7.22656e+81,0.0492838,0.908179,0.0231084,0.00416358,0.0152648,0.393932,37.7651
-1.44605e+81,1,2.44303e-42,3,7,0,2.97279e+81,0.0492154,0.908713,0.0228559,0.00411809,0.015098,0.393932,38.2719
-6.10579e+80,1,3.75574e-42,1,1,0,1.24105e+81,0.0491478,0.909231,0.0226112,0.00407401,0.0149364,0.393932,38.7704
-2.61376e+80,1,5.73377e-42,1,1,0,5.25501e+80,0.049081,0.909734,0.0223741,0.00403128,0.0147797,0.393932,39.261
-1.13381e+80,1,8.69509e-42,3,7,0,2.25574e+80,0.0490151,0.910223,0.022144,0.00398983,0.0146277,0.393932,39.744
-4.98145e+79,1,1.3101e-41,1,1,0,9.81116e+79,0.04895,0.910699,0.0219208,0.0039496,0.0144803,0.393932,40.2196
-2.21575e+79,1,1.96169e-41,1,1,0,4.32178e+79,0.0488857,0.911163,0.021704,0.00391054,0.014337,0.393932,40.6882
-9.97345e+78,1,2.91977e-41,1,1,0,1.92717e+79,0.0488221,0.911614,0.0214933,0.00387258,0.0141979,0.393932,41.1498
-4.54101e+78,1,4.32068e-41,1,1,0,8.69578e+78,0.0487593,0.912054,0.0212885,0.00383568,0.0140626,0.393932,41.6049
-2.09061e+78,1,6.35811e-41,1,1,0,3.9687e+78,0.0486972,0.912483,0.0210893,0.00379978,0.013931,0.393932,42.0536
-9.72846e+77,1,9.30589e-41,2,3,0,1.83135e+78,0.0486357,0.912901,0.0208954,0.00376485,0.0138029,0.393932,42.4961
-4.57417e+77,1,1.35495e-40,1,1,0,8.54115e+77,0.048575,0.913309,0.0207066,0.00373084,0.0136782,0.393932,42.9326
-2.17235e+77,1,1.96289e-40,1,1,0,4.02468e+77,0.0485149,0.913708,0.0205227,0.0036977,0.0135567,0.393932,43.3633
-1.04173e+77,1,2.82976e-40,3,7,0,1.91544e+77,0.0484554,0.914097,0.0203435,0.00366541,0.0134383,0.393932,43.7885
-5.04267e+76,1,4.06025e-40,3,7,0,9.20428e+76,0.0483966,0.914478,0.0201687,0.00363393,0.0133229,0.393932,44.2082
-2.46327e+76,1,5.79925e-40,1,1,0,4.46439e+76,0.0483383,0.91485,0.0199983,0.00360322,0.0132103,0.393932,44.6227
-1.21392e+76,1,8.24644e-40,2,3,0,2.18503e+76,0.0482807,0.915214,0.019832,0.00357325,0.0131004,0.393932,45.0321
-6.03362e+75,1,1.16761e-39,1,1,0,1.07884e+76,0.0482236,0.91557,0.0196696,0.00354399,0.0129932,0.393932,45.4366
-3.02388e+75,1,1.64635e-39,2,3,0,5.37208e+75,0.0481671,0.915918,0.019511,0.00351541,0.0128884,0.393932,45.8363
-1.52772e+75,1,2.31203e-39,3,7,0,2.69715e+75,0.0481111,0.916259,0.019356,0.0034875,0.0127861,0.393932,46.2314
-7.77879e+74,1,3.23419e-39,2,3,0,1.36502e+75,0.0480556,0.916594,0.0192046,0.00346021,0.012686,0.393932,46.6219
-7.77879e+74,0,9.01394e-39,0,1,1,7.77879e+74,0.0480556,0.916594,0.0192046,0.00346021,0.012686,0.393932,46.6219
-7.77879e+74,0,2.10481e-38,0,1,1,7.77879e+74,0.0480556,0.916594,0.0192046,0.00346021,0.012686,0.393932,46.6219
-5.75009e+74,1,2.07533e-39,1,1,0,7.52766e+74,0.0480556,0.916594,0.0192041,0.00346013,0.0126857,0.393932,46.7979
-4.51278e+74,1,2.16147e-39,1,1,0,5.62237e+74,0.0480556,0.916595,0.0192038,0.00346006,0.0126855,0.393932,46.939
-3.18682e+74,1,2.92351e-39,1,1,0,4.32937e+74,0.0480555,0.916596,0.0192032,0.00345997,0.0126851,0.393932,47.1415
-1.74754e+74,1,4.57192e-39,6,63,0,2.89513e+74,0.0480555,0.916598,0.0192023,0.0034598,0.0126845,0.393932,47.4913
-6.72712e+73,1,7.78242e-39,2,3,0,1.47269e+74,0.0480554,0.916601,0.0192008,0.00345953,0.0126835,0.393932,48.0471
-2.07387e+73,1,1.39261e-38,1,1,0,5.46115e+73,0.0480553,0.916604,0.019199,0.00345921,0.0126824,0.393932,48.7323
-6.06164e+72,1,2.56432e-38,1,1,0,1.67117e+73,0.0480552,0.916608,0.0191971,0.00345887,0.0126811,0.393932,49.4484
-1.72613e+72,1,4.79318e-38,4,15,0,4.86809e+72,0.0480551,0.916611,0.0191952,0.00345852,0.0126798,0.393932,50.1798
-4.87184e+71,1,9.01394e-38,1,1,0,1.3847e+72,0.048055,0.916615,0.0191933,0.00345817,0.0126785,0.393932,50.9163
-1.37767e+71,1,1.69541e-37,3,7,0,3.90912e+71,0.0480549,0.916619,0.0191913,0.00345782,0.0126773,0.393932,51.6517
-3.93131e+70,1,3.17676e-37,1,1,0,1.1067e+71,0.0480548,0.916622,0.0191894,0.00345748,0.012676,0.393932,52.3818
-1.13739e+70,1,5.91413e-37,2,3,0,3.16368e+70,0.0480547,0.916626,0.0191875,0.00345713,0.0126747,0.393932,53.1039
-3.34654e+69,1,1.09203e-36,3,7,0,9.17344e+69,0.0480546,0.916629,0.0191856,0.00345679,0.0126735,0.393932,53.8162
-1.00335e+69,1,1.99768e-36,1,1,0,2.70605e+69,0.0480546,0.916633,0.0191838,0.00345646,0.0126723,0.393932,54.5175
-3.06898e+68,1,3.61796e-36,1,1,0,8.1361e+68,0.0480545,0.916636,0.019182,0.00345613,0.0126711,0.393932,55.2072
-9.58291e+67,1,6.4845e-36,1,1,0,2.4961e+68,0.0480544,0.91664,0.0191802,0.00345581,0.0126699,0.393932,55.8849
-3.05544e+67,1,1.14999e-35,2,3,0,7.81856e+67,0.0480543,0.916643,0.0191784,0.0034555,0.0126687,0.393932,56.5505
-9.94751e+66,1,2.01791e-35,4,15,0,2.50095e+67,0.0480542,0.916646,0.0191767,0.00345519,0.0126676,0.393932,57.2038
-3.3062e+66,1,3.50386e-35,3,7,0,8.16908e+66,0.0480541,0.916649,0.019175,0.00345488,0.0126665,0.393932,57.8452
-1.12142e+66,1,6.02139e-35,3,7,0,2.72414e+66,0.048054,0.916653,0.0191734,0.00345458,0.0126654,0.393932,58.4747
-3.88008e+65,1,1.02435e-34,1,1,0,9.27075e+65,0.0480539,0.916656,0.0191717,0.00345429,0.0126643,0.393932,59.0926
-1.36878e+65,1,1.72547e-34,1,1,0,3.21834e+65,0.0480539,0.916659,0.0191701,0.003454,0.0126633,0.393932,59.6993
-4.92053e+64,1,2.8787e-34,1,1,0,1.1391e+65,0.0480538,0.916662,0.0191686,0.00345372,0.0126622,0.393932,60.2949
-1.80151e+64,1,4.75816e-34,1,1,0,4.10829e+64,0.0480537,0.916665,0.019167,0.00345344,0.0126612,0.393932,60.8799
-6.71368e+63,1,7.79401e-34,2,3,0,1.509e+64,0.0480536,0.916667,0.0191655,0.00345317,0.0126602,0.393932,61.4546
-2.54529e+63,1,1.26558e-33,1,1,0,5.64152e+63,0.0480536,0.91667,0.019164,0.0034529,0.0126592,0.393932,62.0193
-9.81124e+62,1,2.03776e-33,1,1,0,2.14552e+63,0.0480535,0.916673,0.0191626,0.00345264,0.0126583,0.393932,62.5744
-3.84308e+62,1,3.25442e-33,1,1,0,8.29568e+62,0.0480534,0.916676,0.0191612,0.00345238,0.0126573,0.393932,63.1201
-1.52887e+62,1,5.15671e-33,1,1,0,3.25923e+62,0.0480533,0.916678,0.0191597,0.00345213,0.0126564,0.393932,63.6568
-6.17407e+61,1,8.10899e-33,1,1,0,1.30042e+62,0.0480533,0.916681,0.0191584,0.00345188,0.0126555,0.393932,64.1847
-2.52965e+61,1,1.26582e-32,1,1,0,5.26667e+61,0.0480532,0.916684,0.019157,0.00345163,0.0126546,0.393932,64.7042
-1.05106e+61,1,1.96198e-32,1,1,0,2.16395e+61,0.0480531,0.916686,0.0191556,0.00345139,0.0126537,0.393932,65.2156
-4.42654e+60,1,3.02025e-32,2,3,0,9.01581e+60,0.0480531,0.916689,0.0191543,0.00345115,0.0126528,0.393932,65.7191
-1.88877e+60,1,4.61867e-32,1,1,0,3.80721e+60,0.048053,0.916691,0.019153,0.00345092,0.012652,0.393932,66.2149
-8.16169e+59,1,7.01801e-32,2,3,0,1.62875e+60,0.0480529,0.916694,0.0191517,0.00345069,0.0126511,0.393932,66.7035
-3.57016e+59,1,1.05981e-31,2,3,0,7.05606e+59,0.0480529,0.916696,0.0191505,0.00345046,0.0126503,0.393932,67.1849
-1.58026e+59,1,1.59092e-31,4,15,0,3.0942e+59,0.0480528,0.916698,0.0191492,0.00345023,0.0126494,0.393932,67.6594
