# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1750717890
# chain_id=3
# iter=4000
# warmup=2000
# save_warmup=1
# thin=1
# refresh=400
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,weights.5,weights.6,scale,boltzman_shift
-1.26557e+110,0,1.54049e-13,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.57858e-14,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.70518e-15,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.93794e-16,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.31266e-17,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.89206e-18,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.78234e-19,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,5.16332e-20,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,7.34345e-21,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.08616e-21,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.66789e-22,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.65469e-23,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,4.37284e-24,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,7.44359e-25,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.30759e-25,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.36734e-26,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,4.41183e-27,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,8.45351e-28,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.66356e-28,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.35871e-29,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,6.95042e-30,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.47282e-30,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.19307e-31,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,7.0766e-32,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.60197e-32,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.70149e-33,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,8.72325e-34,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.09542e-34,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,5.12713e-35,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.2771e-35,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.23648e-36,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,8.34024e-37,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.18431e-37,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,5.81116e-38,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.5697e-38,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,4.3031e-39,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.19665e-39,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.37435e-40,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,9.64454e-41,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.79304e-41,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,8.19252e-42,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.43306e-42,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,7.31369e-43,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.2245e-43,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,6.84391e-44,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.12925e-44,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,6.69692e-45,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.12879e-45,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,6.8373e-46,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.21831e-46,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,7.26846e-47,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.40459e-47,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,8.03011e-48,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.70639e-48,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,9.20358e-49,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.15743e-49,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.09254e-49,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,3.81225e-50,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.3412e-50,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,4.75658e-51,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.70025e-51,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,6.12456e-52,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.22287e-52,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,8.12758e-53,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.99333e-53,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.11028e-53,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,4.14695e-54,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,1.55952e-54,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,5.90418e-55,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-1.26557e+110,0,2.24999e-55,0,1,1,1.26557e+110,0.112781,0.156412,0.134018,0.36228,0.0311326,0.203378,0.226146,1.19569
-2.85945e+109,1,8.62977e-56,3,7,0,9.92928e+109,0.109946,0.185805,0.129147,0.349114,0.0300012,0.195987,0.226146,2.00506
-2.4621e+108,1,2.32013e-55,2,3,0,2.3091e+109,0.105122,0.245875,0.119016,0.321727,0.0276477,0.180613,0.226146,3.32685
-5.42913e+107,1,6.16515e-55,1,1,0,1.92813e+108,0.101869,0.292318,0.111096,0.300317,0.0258078,0.168593,0.226146,4.13048
-5.28536e+106,1,1.61958e-54,1,1,0,4.32512e+107,0.0965983,0.376033,0.0967104,0.26143,0.0224661,0.146763,0.226146,5.35339
-1.11546e+106,1,4.2072e-54,3,7,0,4.12737e+106,0.0926412,0.44029,0.0856523,0.231537,0.0198972,0.129981,0.226146,6.15677
-1.24111e+105,1,1.08098e-53,1,1,0,8.78478e+105,0.0866372,0.535775,0.0692431,0.18718,0.0160853,0.10508,0.226146,7.27606
-2.50523e+104,1,2.74771e-53,1,1,0,9.67116e+104,0.0816266,0.605506,0.0573745,0.155096,0.0133282,0.0870685,0.226146,8.08072
-3.19201e+103,1,6.91117e-53,2,3,0,1.95753e+104,0.0746201,0.68843,0.0434525,0.117462,0.0100941,0.0659412,0.226146,9.10829
-6.21947e+102,1,1.72049e-52,1,1,0,2.48474e+103,0.0683561,0.745954,0.0340523,0.0920512,0.00791044,0.0516761,0.226146,9.91968
-8.95759e+101,1,4.23999e-52,1,1,0,4.839e+102,0.0605056,0.802847,0.0250587,0.0677393,0.00582119,0.0380277,0.226146,10.8798
-1.70292e+101,1,1.03461e-51,1,1,0,6.96913e+101,0.0534184,0.842232,0.0191359,0.0517287,0.00444532,0.0290397,0.226146,11.7032
-2.70496e+100,1,2.50017e-51,3,7,0,1.3226e+101,0.0456386,0.877143,0.0141606,0.0382793,0.00328954,0.0214894,0.226146,12.6173
-5.08473e+99,1,5.98456e-51,2,3,0,2.10384e+100,0.0388309,0.902266,0.0108018,0.0291998,0.00250929,0.0163923,0.226146,13.4493
-8.70632e+98,1,1.4192e-50,3,7,0,3.9483e+99,0.0322246,0.923347,0.00814733,0.0220241,0.00189264,0.012364,0.226146,14.3287
-1.64333e+98,1,3.33488e-50,2,3,0,6.77186e+98,0.0266516,0.939151,0.00627123,0.0169526,0.00145682,0.00951689,0.226146,15.1602
-2.98299e+97,1,7.76643e-50,1,1,0,1.27695e+98,0.0217045,0.952026,0.00481736,0.0130224,0.00111908,0.00731057,0.226146,16.0114
-3.70957e+96,1,4.4821e-50,1,1,0,2.33634e+97,0.0216363,0.953248,0.00460587,0.0124507,0.00106995,0.00698962,0.226146,17.2098
-3.70957e+96,0,6.44772e-49,0,1,1,3.70957e+96,0.0216363,0.953248,0.00460587,0.0124507,0.00106995,0.00698962,0.226146,17.2098
-8.01932e+95,1,1.08967e-49,1,1,0,2.90294e+96,0.0215851,0.9541,0.00445892,0.0120535,0.00103582,0.00676663,0.226146,18.0906
-4.12662e+95,1,1.54375e-49,5,31,0,7.18215e+95,0.0215626,0.954458,0.00439744,0.0118873,0.00102154,0.00667332,0.226146,18.4728
-1.64624e+95,1,2.53112e-49,2,3,0,3.50158e+95,0.0215313,0.954943,0.00431423,0.0116623,0.00100221,0.00654705,0.226146,19.0015
-5.21594e+94,1,4.4821e-49,2,3,0,1.34187e+95,0.0214917,0.955534,0.00421313,0.011389,0.000978719,0.00639362,0.226146,19.6628
-1.51078e+94,1,8.26858e-49,2,3,0,4.19811e+94,0.0214487,0.956151,0.00410777,0.0111042,0.000954245,0.00623374,0.226146,20.3759
-4.23506e+93,1,1.5567e-48,2,3,0,1.21092e+94,0.0214041,0.956765,0.00400344,0.0108222,0.000930009,0.00607541,0.226146,21.1081
-1.17348e+93,1,2.95389e-48,2,3,0,3.3897e+93,0.0213586,0.957364,0.00390191,0.0105477,0.000906423,0.00592133,0.226146,21.847
-3.26092e+92,1,5.60591e-48,1,1,0,9.39569e+92,0.0213127,0.957943,0.00380421,0.0102836,0.000883727,0.00577307,0.226146,22.5845
-9.16421e+91,1,1.05887e-47,1,1,0,2.61452e+92,0.0212667,0.958498,0.00371078,0.0100311,0.000862023,0.00563129,0.226146,23.3156
-2.61861e+91,1,1.98446e-47,1,1,0,7.36299e+91,0.021221,0.959029,0.00362177,0.00979045,0.000841345,0.0054962,0.226146,24.0373
-7.63275e+90,1,3.68318e-47,2,3,0,2.10937e+91,0.0211755,0.959536,0.00353713,0.00956167,0.000821685,0.00536777,0.226146,24.7477
-2.27383e+90,1,6.76214e-47,5,31,0,6.16648e+90,0.0211305,0.96002,0.00345675,0.00934438,0.000803012,0.00524579,0.226146,25.4457
-6.9302e+89,1,1.22731e-46,6,63,0,1.84289e+90,0.0210859,0.96048,0.00338043,0.00913807,0.000785283,0.00512997,0.226146,26.1306
-2.16186e+89,1,2.20143e-46,2,3,0,5.63575e+89,0.0210419,0.96092,0.00330796,0.00894217,0.000768448,0.00501999,0.226146,26.8022
-6.90256e+88,1,3.9023e-46,2,3,0,1.76421e+89,0.0209985,0.961338,0.00323912,0.00875606,0.000752454,0.00491551,0.226146,27.4606
-2.25517e+88,1,6.83667e-46,1,1,0,5.65304e+88,0.0209556,0.961738,0.00317367,0.00857915,0.000737251,0.00481619,0.226146,28.1057
-7.53602e+87,1,1.18405e-45,2,3,0,1.85361e+88,0.0209133,0.96212,0.00311141,0.00841083,0.000722787,0.00472171,0.226146,28.738
-2.57428e+87,1,2.02777e-45,2,3,0,6.21662e+87,0.0208715,0.962485,0.00305212,0.00825057,0.000709015,0.00463174,0.226146,29.3577
-8.9835e+86,1,3.43502e-45,1,1,0,2.13127e+87,0.0208304,0.962834,0.00299561,0.00809782,0.000695888,0.00454598,0.226146,29.9651
-3.20048e+86,1,5.75778e-45,2,3,0,7.46421e+86,0.0207898,0.963169,0.0029417,0.00795208,0.000683364,0.00446417,0.226146,30.5607
-1.16322e+86,1,9.55327e-45,1,1,0,2.66865e+86,0.0207498,0.96349,0.00289022,0.00781291,0.000671405,0.00438604,0.226146,31.1448
-4.31003e+85,1,1.56956e-44,1,1,0,9.73317e+85,0.0207104,0.963797,0.002841,0.00767987,0.000659972,0.00431136,0.226146,31.7178
-1.62693e+85,1,2.55442e-44,2,3,0,3.61878e+85,0.0206714,0.964093,0.00279391,0.00755257,0.000649032,0.00423989,0.226146,32.2802
-6.25212e+84,1,4.11952e-44,1,1,0,1.3706e+85,0.0206331,0.964378,0.0027488,0.00743063,0.000638553,0.00417144,0.226146,32.8323
-2.44438e+84,1,6.58555e-44,1,1,0,5.28443e+84,0.0205952,0.964651,0.00270556,0.00731373,0.000628507,0.00410581,0.226146,33.3746
-9.71662e+83,1,1.04393e-43,1,1,0,2.0727e+84,0.0205579,0.964915,0.00266406,0.00720154,0.000618867,0.00404283,0.226146,33.9073
-3.92459e+83,1,1.64146e-43,3,7,0,8.26502e+83,0.020521,0.965169,0.00262419,0.00709379,0.000609607,0.00398234,0.226146,34.4308
-1.60972e+83,1,2.56093e-43,2,3,0,3.34851e+83,0.0204847,0.965414,0.00258587,0.0069902,0.000600705,0.00392419,0.226146,34.9455
-6.70089e+82,1,3.96555e-43,1,1,0,1.37753e+83,0.0204488,0.965651,0.002549,0.00689053,0.00059214,0.00386823,0.226146,35.4518
-2.82948e+82,1,6.09635e-43,1,1,0,5.75099e+82,0.0204133,0.96588,0.0025135,0.00679455,0.000583892,0.00381435,0.226146,35.9498
-1.21128e+82,1,9.30709e-43,4,15,0,2.43524e+82,0.0203783,0.966102,0.00247928,0.00670205,0.000575943,0.00376243,0.226146,36.4399
-5.2545e+81,1,1.41139e-42,1,1,0,1.04537e+82,0.0203437,0.966317,0.00244628,0.00661284,0.000568276,0.00371234,0.226146,36.9224
-2.30867e+81,1,2.12656e-42,2,3,0,4.5469e+81,0.0203096,0.966524,0.00241442,0.00652673,0.000560876,0.003664,0.226146,37.3976
-1.02692e+81,1,3.18422e-42,2,3,0,2.00295e+81,0.0202758,0.966726,0.00238365,0.00644355,0.000553728,0.0036173,0.226146,37.8657
-4.62248e+80,1,4.73939e-42,1,1,0,8.93185e+80,0.0202425,0.966921,0.00235391,0.00636315,0.000546819,0.00357217,0.226146,38.327
-2.10472e+80,1,7.01336e-42,2,3,0,4.03033e+80,0.0202095,0.967111,0.00232514,0.00628538,0.000540136,0.00352851,0.226146,38.7817
-9.69003e+79,1,1.03205e-41,7,127,0,1.83947e+80,0.020177,0.967296,0.00229729,0.00621011,0.000533667,0.00348625,0.226146,39.23
-4.50927e+79,1,1.51054e-41,2,3,0,8.48839e+79,0.0201447,0.967475,0.00227033,0.0061372,0.000527402,0.00344533,0.226146,39.6721
-2.12024e+79,1,2.19936e-41,2,3,0,3.95896e+79,0.0201129,0.967649,0.00224419,0.00606655,0.000521331,0.00340567,0.226146,40.1083
-1.00696e+79,1,3.18617e-41,1,1,0,1.86554e+79,0.0200814,0.967819,0.00221885,0.00599805,0.000515444,0.00336721,0.226146,40.5387
-4.8289e+78,1,4.59328e-41,2,3,0,8.87876e+78,0.0200502,0.967984,0.00219426,0.00593158,0.000509732,0.00332989,0.226146,40.9636
-2.33755e+78,1,6.59063e-41,1,1,0,4.26661e+78,0.0200194,0.968145,0.00217039,0.00586705,0.000504187,0.00329367,0.226146,41.383
-1.14188e+78,1,9.41337e-41,1,1,0,2.06949e+78,0.0199888,0.968302,0.00214721,0.00580438,0.000498801,0.00325849,0.226146,41.7973
-5.62739e+77,1,1.33857e-40,1,1,0,1.0129e+78,0.0199586,0.968455,0.00212467,0.00574347,0.000493567,0.00322429,0.226146,42.2064
-2.79707e+77,1,1.89527e-40,1,1,0,5.0012e+77,0.0199287,0.968605,0.00210277,0.00568426,0.000488478,0.00319105,0.226146,42.6106
-1.40183e+77,1,2.67237e-40,3,7,0,2.49039e+77,0.0198991,0.968751,0.00208146,0.00562665,0.000483528,0.00315871,0.226146,43.0101
-7.08244e+76,1,3.75291e-40,3,7,0,1.25037e+77,0.0198698,0.968893,0.00206072,0.00557059,0.00047871,0.00312724,0.226146,43.4049
-3.60627e+76,1,5.24975e-40,4,15,0,6.32818e+76,0.0198408,0.969032,0.00204053,0.005516,0.000474019,0.0030966,0.226146,43.7953
-3.60627e+76,0,1.46315e-39,0,1,1,3.60627e+76,0.0198408,0.969032,0.00204053,0.005516,0.000474019,0.0030966,0.226146,43.7953
-3.60627e+76,0,3.41655e-39,0,1,1,3.60627e+76,0.0198408,0.969032,0.00204053,0.005516,0.000474019,0.0030966,0.226146,43.7953
-2.49413e+76,1,3.36869e-40,1,1,0,3.44542e+76,0.0198407,0.969033,0.00204044,0.00551577,0.000473999,0.00309646,0.226146,44.0099
-9.42832e+75,1,3.5085e-40,2,3,0,2.38814e+76,0.0198407,0.969034,0.00204021,0.00551514,0.000473945,0.00309611,0.226146,44.5763
-7.78667e+75,1,4.74546e-40,1,1,0,9.28996e+75,0.0198407,0.969034,0.00204016,0.00551501,0.000473934,0.00309604,0.226146,44.6877
-5.29107e+75,1,7.42117e-40,1,1,0,7.41277e+75,0.0198407,0.969035,0.00204007,0.00551476,0.000473912,0.0030959,0.226146,44.9127
-2.47256e+75,1,1.26325e-39,3,7,0,4.63916e+75,0.0198406,0.969036,0.00203988,0.00551427,0.00047387,0.00309562,0.226146,45.3556
-7.92052e+74,1,2.2605e-39,2,3,0,2.01877e+75,0.0198406,0.969037,0.00203961,0.00551353,0.000473807,0.00309521,0.226146,46.0184
-2.30022e+74,1,4.16242e-39,1,1,0,6.37711e+74,0.0198405,0.969039,0.00203932,0.00551273,0.000473738,0.00309476,0.226146,46.7383
-6.56018e+73,1,7.78031e-39,1,1,0,1.84766e+74,0.0198404,0.969041,0.00203902,0.00551192,0.000473668,0.0030943,0.226146,47.4688
-1.85082e+73,1,1.46315e-38,1,1,0,5.26231e+73,0.0198404,0.969042,0.00203871,0.0055111,0.000473598,0.00309384,0.226146,48.2055
-5.23435e+72,1,2.752e-38,2,3,0,1.4851e+73,0.0198403,0.969044,0.00203841,0.00551029,0.000473528,0.00309339,0.226146,48.9408
-1.49363e+72,1,5.15653e-38,3,7,0,4.20479e+72,0.0198402,0.969046,0.00203811,0.00550948,0.000473458,0.00309293,0.226146,49.671
-4.32132e+71,1,9.59985e-38,3,7,0,1.20198e+72,0.0198402,0.969047,0.00203781,0.00550867,0.000473389,0.00309248,0.226146,50.3931
-1.27146e+71,1,1.77259e-37,4,15,0,3.4853e+71,0.0198401,0.969049,0.00203752,0.00550788,0.000473321,0.00309204,0.226146,51.1053
-3.81206e+70,1,3.24265e-37,1,1,0,1.02812e+71,0.01984,0.969051,0.00203723,0.0055071,0.000473255,0.0030916,0.226146,51.8067
-1.16601e+70,1,5.87269e-37,1,1,0,3.09117e+70,0.01984,0.969052,0.00203695,0.00550634,0.000473189,0.00309117,0.226146,52.4964
-3.64087e+69,1,1.05257e-36,2,3,0,9.4835e+69,0.0198399,0.969054,0.00203667,0.00550559,0.000473124,0.00309075,0.226146,53.1741
-1.16086e+69,1,1.86666e-36,2,3,0,2.97053e+69,0.0198398,0.969056,0.0020364,0.00550485,0.000473061,0.00309033,0.226146,53.8396
-3.77939e+68,1,3.27549e-36,2,3,0,9.50193e+68,0.0198398,0.969057,0.00203613,0.00550413,0.000472999,0.00308993,0.226146,54.4929
-1.25613e+68,1,5.68749e-36,3,7,0,3.10371e+68,0.0198397,0.969059,0.00203587,0.00550342,0.000472937,0.00308953,0.226146,55.1343
-4.26063e+67,1,9.77396e-36,2,3,0,1.03499e+68,0.0198397,0.96906,0.00203561,0.00550272,0.000472878,0.00308914,0.226146,55.7638
-1.47417e+67,1,1.66273e-35,1,1,0,3.52227e+67,0.0198396,0.969061,0.00203536,0.00550203,0.000472819,0.00308875,0.226146,56.3817
-5.20044e+66,1,2.80079e-35,1,1,0,1.22276e+67,0.0198396,0.969063,0.00203511,0.00550136,0.000472761,0.00308838,0.226146,56.9883
-1.86947e+66,1,4.67273e-35,1,1,0,4.3278e+66,0.0198395,0.969064,0.00203487,0.0055007,0.000472704,0.00308801,0.226146,57.584
-6.84453e+65,1,7.72347e-35,3,7,0,1.56088e+66,0.0198395,0.969066,0.00203463,0.00550005,0.000472649,0.00308764,0.226146,58.169
