# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1239937951
# chain_id=3
# iter=4000
# warmup=2000
# save_warmup=1
# thin=1
# refresh=400
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,scale
-203.861,0.998627,0.000180019,8,255,0,206.225,0.0345513,0.0987226,0.532353,0.334373,1.15066
-198.018,0.999689,0.000346837,8,255,0,204.676,0.0337942,0.0982977,0.545968,0.32194,1.1506
-195.382,0.999984,0.000663108,6,63,0,198.206,0.0339597,0.098054,0.553673,0.314313,1.15019
-195.382,0.000125456,0.00125536,1,3,1,197.208,0.0339597,0.098054,0.553673,0.314313,1.15019
-193.898,0.990442,0.000148656,9,511,0,196.677,0.0345371,0.0962876,0.55776,0.311416,1.15
-190.269,0.944265,0.000274735,9,511,0,196.317,0.0324782,0.0893688,0.56783,0.310323,1.14938
-190.269,0.363359,0.000443373,1,3,0,193.065,0.0324782,0.0893688,0.56783,0.310323,1.14938
-182.931,0.989589,0.000148458,10,1023,0,192.974,0.0282356,0.0796602,0.615619,0.276485,1.14688
-179.456,0.946234,0.000269629,10,1023,0,185.593,0.0286231,0.0527638,0.635936,0.282677,1.14487
-175.941,0.952974,0.0004323,10,1023,0,181.486,0.0521387,0.0503666,0.627453,0.270041,1.14487
-169.521,0.859088,0.000700089,10,1023,0,178.022,0.105454,0.0309432,0.670094,0.193509,1.14297
-169.414,0.257129,0.000880569,2,5,0,171.164,0.105545,0.0309794,0.670024,0.193452,1.1423
-169.143,0.999984,0.000232295,10,1023,0,169.972,0.0998397,0.0302814,0.679613,0.190266,1.14241
-170.29,0.998475,0.000421456,9,511,0,170.743,0.101356,0.0281672,0.658047,0.21243,1.14289
-170.141,0.187778,0.000754619,4,17,1,172.543,0.101229,0.0281538,0.658248,0.212369,1.1431
-169.527,0.996178,0.000172214,10,1023,0,171.119,0.0940626,0.0251229,0.686253,0.194562,1.14172
-170.434,0.814193,0.00030577,2,3,0,171.401,0.0940705,0.0251171,0.686238,0.194575,1.14242
-169.708,0.933979,0.000341905,10,1023,0,172.164,0.10636,0.0272331,0.68218,0.184226,1.14254
-174.363,0.833176,0.000513212,10,1023,0,175.962,0.06355,0.0190568,0.652089,0.265304,1.14257
-174.389,0.995241,0.000597665,10,1023,0,176.104,0.0629176,0.0312661,0.646695,0.259121,1.14489
-172.675,0.202353,0.00103093,2,5,1,178.478,0.0628813,0.0313517,0.64628,0.259487,1.14363
-171.215,0.999984,0.000258491,10,1023,0,174.394,0.0741132,0.0280018,0.651669,0.246216,1.14376
-172.186,0.99302,0.000449908,9,511,0,172.392,0.0646368,0.0262085,0.672136,0.237019,1.14255
-172.186,0.0864931,0.000764065,3,9,0,174.655,0.0646368,0.0262085,0.672136,0.237019,1.14255
-171.321,0.999991,0.000149857,10,1023,0,172.775,0.0684126,0.0241402,0.664059,0.243388,1.14297
-171.175,0.999754,0.000258607,10,1023,0,172.104,0.0724131,0.0201157,0.658727,0.248744,1.14315
-172.444,0.994685,0.00044266,10,1023,0,172.773,0.0610635,0.0170543,0.665543,0.256339,1.14273
-169.409,0.0585064,0.000743327,10,1023,0,174.622,0.110452,0.0150146,0.688059,0.186474,1.14171
-170.668,0.997311,0.000142424,10,1023,0,171.975,0.105338,0.0137844,0.709149,0.171729,1.14012
-170.372,0.996879,0.000240598,10,1023,0,172.246,0.0998043,0.0134646,0.700008,0.186723,1.14124
-169.753,1,0.000403223,9,511,0,171.312,0.101708,0.0121761,0.687566,0.198549,1.14171
-169.857,0.954334,0.000675971,10,1023,0,170.185,0.116093,0.0104612,0.692152,0.181293,1.14059
-169.857,2.03461e-16,0.00101557,1,1,0,170.919,0.116093,0.0104612,0.692152,0.181293,1.14059
-169.434,0.999921,0.000178994,10,1023,0,171.498,0.117624,0.0103531,0.702198,0.169825,1.14058
-169.869,0.98551,0.000298392,10,1023,0,170.659,0.127772,0.00768777,0.697355,0.167185,1.14048
-170.877,0.943323,0.000478733,10,1023,0,172.836,0.141948,0.0110495,0.726576,0.120427,1.13951
-170.682,0.49894,0.000695878,10,1023,0,173.922,0.10731,0.00973207,0.669465,0.213494,1.14204
-169.518,0.85415,0.000380918,10,1023,0,173.222,0.129851,0.0138735,0.711349,0.144926,1.14011
-170.964,0.737134,0.000454462,8,323,0,171.88,0.13299,0.0136058,0.704039,0.149365,1.14119
-170.617,0.775067,0.000420033,9,551,0,173.994,0.122924,0.0143812,0.712409,0.150286,1.14075
-171.357,0.999861,0.000421457,9,511,0,172.833,0.129075,0.015411,0.674445,0.181069,1.14223
-169.008,0.596953,0.000683601,7,255,0,172.532,0.121051,0.0159291,0.692182,0.170837,1.14114
-169.076,0.980664,0.000468152,10,1023,0,170.624,0.1216,0.0180158,0.703499,0.156886,1.14061
-169.885,0.620447,0.000724463,10,1023,0,171.05,0.139036,0.0318797,0.713544,0.115541,1.14044
-170.043,0.878841,0.000522986,10,1023,0,170.972,0.142413,0.0404923,0.699802,0.117292,1.14148
-170.114,0.996549,0.000650279,7,255,0,170.514,0.138276,0.0412129,0.705468,0.115043,1.14082
-170.114,0.00103611,0.00103027,1,3,1,172.399,0.138276,0.0412129,0.705468,0.115043,1.14082
-170.992,0.978381,0.000206929,10,1023,0,174.912,0.133678,0.0424868,0.707756,0.116079,1.14048
-170.358,0.803673,0.000316028,7,255,0,175.861,0.136476,0.0427939,0.70308,0.117651,1.14157
-170.686,0.750301,0.000335904,9,899,0,175.222,0.137384,0.0487298,0.698399,0.115487,1.1419
-170.588,0.997744,0.000319958,10,1023,0,173.701,0.11393,0.0523198,0.688479,0.145271,1.14253
-170.514,0.998989,0.000503444,9,1023,0,174.912,0.129657,0.0519781,0.674146,0.144219,1.14273
-170.514,0.00132954,0.000790357,1,3,0,172.253,0.129657,0.0519781,0.674146,0.144219,1.14273
-173.095,0.899877,0.000166713,4,23,0,175.909,0.129821,0.0518515,0.674059,0.144269,1.14374
-175.107,0.970859,0.000214834,10,1023,0,178.124,0.124597,0.052513,0.713724,0.109166,1.142
-173.249,0.997463,0.000317931,9,979,0,175.864,0.12832,0.0518988,0.700226,0.119555,1.14067
-172.685,0.954467,0.000493938,8,467,0,174.636,0.132119,0.0553047,0.696276,0.116301,1.14264
-171.704,0.311781,0.000701983,9,511,0,174.254,0.137317,0.0607715,0.681071,0.12084,1.14283
-169.986,0.991271,0.000282223,10,1023,0,172.457,0.133596,0.0417852,0.703382,0.121238,1.14096
-170.421,0.62971,0.000430469,8,379,0,175.086,0.136791,0.0418647,0.70085,0.120494,1.14175
-169.625,0.975384,0.000324128,10,1023,0,171.402,0.142176,0.0334843,0.703563,0.120776,1.14103
-169.977,0.999628,0.00047707,10,1023,0,174.488,0.109284,0.0410557,0.661618,0.188042,1.14336
-172.696,0.29267,0.000732947,10,1023,0,173.36,0.133601,0.0497354,0.667812,0.148851,1.14222
-171.297,0.994135,0.000289733,10,1023,0,173.3,0.122005,0.0501198,0.703873,0.124002,1.14171
-171.333,0.998001,0.000439613,10,1023,0,173.654,0.117139,0.0512543,0.655305,0.176301,1.14374
-170.048,0.978896,0.000669317,8,257,0,172.594,0.106428,0.0498057,0.679684,0.164082,1.14281
-169.994,0.389814,0.000979099,2,5,1,172.734,0.1064,0.0497934,0.680014,0.163793,1.14266
-174.336,0.999999,0.000471351,10,1023,0,176.784,0.133348,0.0678358,0.707534,0.0912826,1.14167
-171.118,0.370547,0.000715773,10,1023,0,177.599,0.0900487,0.0432999,0.68123,0.185421,1.14301
-172.557,0.996419,0.00033487,10,1023,0,176.583,0.0632969,0.0284956,0.645037,0.263171,1.14372
-171.71,0.81753,0.000503907,10,1023,0,173.94,0.0658954,0.0235964,0.665498,0.245011,1.1431
-173.406,0.926738,0.000542776,10,1023,0,174.38,0.0616228,0.0260465,0.636467,0.275863,1.14446
-173.741,0.833378,0.000714266,7,127,0,173.883,0.0620424,0.0262446,0.633282,0.278431,1.14439
-173.741,0.0655119,0.000790142,2,7,0,174.672,0.0620424,0.0262446,0.633282,0.278431,1.14439
-172.216,0.988373,0.00021493,10,1023,0,174.833,0.0656914,0.0242988,0.650626,0.259384,1.14395
-172.216,1.75506e-15,0.161973,1,2,1,175.911,0.0656914,0.0242988,0.650626,0.259384,1.14395
-172.216,0,0.378219,0,1,1,176.261,0.0656914,0.0242988,0.650626,0.259384,1.14395
-170.199,0.999215,0.0372921,6,95,0,172.702,0.143893,0.0202592,0.721303,0.114545,1.13967
-170.215,0.577801,0.0387587,2,3,0,171.48,0.143047,0.0202562,0.721584,0.115113,1.13965
-169.359,0.9945,0.0156884,8,287,0,171.139,0.105306,0.0136361,0.692079,0.188979,1.14135
-170.567,0.98638,0.0228992,5,31,0,170.738,0.0987664,0.0132606,0.702712,0.185261,1.14047
-170.494,0.932022,0.0361206,5,63,0,171.452,0.0981799,0.0139694,0.703793,0.184057,1.14071
-171.109,0.934188,0.0511479,6,63,0,173.149,0.118238,0.0518479,0.65995,0.169964,1.14376
-171.777,0.0806702,0.0754205,1,3,0,173.029,0.116346,0.0528232,0.660536,0.170295,1.14291
-172.04,0.997667,0.00766511,3,15,0,172.319,0.116218,0.0526361,0.660857,0.170288,1.1428
-170.079,0.985288,0.0142154,5,63,0,174.159,0.114526,0.0453509,0.663891,0.176232,1.14328
-171.754,0.967369,0.0256609,6,63,0,173.252,0.103809,0.0628084,0.675672,0.15771,1.14302
-173.363,0.811856,0.0440145,4,23,0,175.229,0.124192,0.0520701,0.649769,0.173969,1.14435
-172.711,0.79767,0.0464154,4,15,0,175.126,0.105037,0.0587047,0.683604,0.152654,1.14204
-170.929,0.570463,0.046987,6,63,0,174.727,0.0955705,0.0244702,0.701157,0.178802,1.14149
-168.951,0.946508,0.0235942,5,31,0,171.96,0.102934,0.0261118,0.681522,0.189433,1.14213
-169.199,0.998885,0.0381334,5,63,0,171.374,0.129844,0.0225814,0.70716,0.140415,1.14068
-169.635,0.29664,0.0719707,2,5,1,173.681,0.132126,0.0226789,0.712636,0.132559,1.14005
-169.467,0.993646,0.0160387,6,127,0,171.362,0.117167,0.025391,0.676249,0.181194,1.14176
-168.81,0.997844,0.0297898,5,39,0,172.057,0.126828,0.0256632,0.694156,0.153352,1.14124
-170.168,0.365163,0.0555271,5,47,0,173.859,0.137908,0.0235132,0.720179,0.1184,1.13978
-170.069,0.99981,0.0157915,8,511,0,172.625,0.0983991,0.0102397,0.696663,0.194698,1.14088
-170.751,0.873439,0.0294992,7,159,0,173.913,0.139,0.0289714,0.686972,0.145056,1.14092
-168.994,0.999935,0.0377846,6,63,0,170.665,0.121205,0.0312027,0.698373,0.149219,1.14114
-168.994,1.49961e-05,0.069418,1,3,1,170.856,0.121205,0.0312027,0.698373,0.149219,1.14114
-169.996,0.99972,0.00725271,9,639,0,172.117,0.10124,0.00902806,0.696857,0.192875,1.14077
-172.561,0.957975,0.0133731,8,511,0,176.437,0.153748,0.0124935,0.694564,0.139195,1.14012
-171.676,0.973439,0.0217082,5,31,0,173.623,0.137056,0.0134006,0.731056,0.118488,1.1388
-170.516,0.881444,0.0364941,6,63,0,173.494,0.0942256,0.0111757,0.698569,0.196029,1.14082
-173.294,0.339667,0.047177,6,99,0,176.54,0.100438,0.0136284,0.674344,0.211589,1.14316
-169.82,1,0.0137728,3,7,0,173.469,0.10008,0.013557,0.672768,0.213595,1.14215
-170.806,0.985059,0.0246626,5,31,0,177.24,0.103671,0.0132569,0.663596,0.219476,1.14233
-173.62,0.982798,0.0420164,4,15,0,175.015,0.106474,0.0137866,0.647635,0.232104,1.14303
-173.62,5.46702e-10,0.0705344,1,1,0,175.738,0.106474,0.0137866,0.647635,0.232104,1.14303
-173.337,0.983748,0.00867913,8,383,0,176.462,0.0980616,0.0173182,0.713183,0.171437,1.13964
-171.477,0.998293,0.0146673,7,255,0,174.393,0.115708,0.0268858,0.720666,0.13674,1.1401
-172.562,0.816219,0.025531,5,55,0,174.624,0.126001,0.0233992,0.666713,0.183887,1.14162
-170.947,1,0.027499,2,3,0,172.59,0.126007,0.0234936,0.667755,0.182744,1.14211
-169.804,0.946467,0.047427,3,7,0,171.319,0.124127,0.0239296,0.677824,0.174119,1.14229
-169.804,0.00416231,0.0707658,1,3,1,170.81,0.124127,0.0239296,0.677824,0.174119,1.14229
-169.193,0.999245,0.0096753,7,255,0,170.746,0.1093,0.0262913,0.683509,0.1809,1.14226
-170.901,0.995378,0.0165755,5,31,0,171.699,0.121923,0.0236228,0.667735,0.18672,1.14196
-175.948,0.758792,0.0278983,6,111,0,179.603,0.131762,0.00939884,0.672267,0.186573,1.14288
-173.173,0.999487,0.0259473,3,15,0,179.559,0.127753,0.00959991,0.68389,0.178758,1.14026
-170.818,0.816357,0.0436326,6,95,0,173.43,0.124146,0.011517,0.720146,0.144191,1.14011
-171.255,0.653402,0.046587,4,31,0,172.708,0.134869,0.0103459,0.709031,0.145755,1.13936
-169.548,0.877578,0.0334844,7,159,0,174.118,0.102128,0.0318272,0.66653,0.199515,1.14254
-169.111,0.568227,0.0414524,5,43,0,171.362,0.125809,0.0282567,0.694227,0.151707,1.14164
-170.568,0.998318,0.0244324,7,159,0,172.682,0.0788314,0.0167905,0.668057,0.236321,1.14255
-171.106,0.993124,0.0402397,6,95,0,171.499,0.15047,0.00768695,0.724905,0.116938,1.13913
-170.099,0.991155,0.0325117,7,127,0,174.133,0.129204,0.0234085,0.718437,0.128951,1.14001
-170.099,0,0.460236,0,1,1,170.808,0.129204,0.0234085,0.718437,0.128951,1.14001
-170.099,0.0357036,0.0774106,3,15,0,171.606,0.129204,0.0234085,0.718437,0.128951,1.14001
-170.915,0.990468,0.00837444,6,127,0,173.058,0.145678,0.0190984,0.706023,0.1292,1.14103
-171.238,0.999015,0.0110797,8,383,0,174.584,0.0886238,0.0375341,0.665441,0.208401,1.14384
-171.051,0.999649,0.0173134,8,255,0,172.409,0.138871,0.0167414,0.696624,0.147763,1.14151
-174.227,0.819187,0.0294784,5,59,0,175.589,0.137276,0.0229047,0.698448,0.141371,1.13953
-173.052,0.999979,0.030071,5,51,0,174.394,0.13818,0.0202064,0.709196,0.132417,1.14149
-170.336,0.997161,0.0550947,5,63,0,173.208,0.137311,0.0108358,0.705448,0.146405,1.13981
-170.336,7.23379e-24,0.101807,1,1,0,172.587,0.137311,0.0108358,0.705448,0.146405,1.13981
-169.988,0.998816,0.00809825,8,399,0,171.962,0.113578,0.00608867,0.699204,0.181129,1.14039
-169.777,0.96333,0.0152387,9,511,0,174.357,0.128018,0.031926,0.675107,0.164949,1.14207
-169.429,0.999864,0.0257234,4,15,0,169.846,0.127357,0.0321049,0.678928,0.16161,1.1419
-169.454,0.792277,0.0486788,4,29,0,170.396,0.127097,0.0319627,0.677709,0.163231,1.14201
-170.254,0.94839,0.0480186,4,31,0,170.671,0.110537,0.0277682,0.708661,0.153034,1.14065
-170.094,0.234813,0.0769703,4,15,0,172.078,0.115784,0.0247666,0.702242,0.157207,1.14152
-170.154,0.9994,0.0136585,6,127,0,173.845,0.115685,0.0285011,0.705468,0.150345,1.14042
-169.463,0.999955,0.0257084,5,63,0,170.974,0.124039,0.0245594,0.705475,0.145927,1.14107
-170.446,0.764684,0.0480604,5,47,0,171.992,0.147296,0.0184793,0.702884,0.131341,1.14008
-169.838,0.985866,0.0438878,2,7,0,170.739,0.145586,0.0185357,0.705259,0.13062,1.14054
-169.85,0.0784547,0.0776525,4,27,1,170.498,0.144531,0.0187598,0.704453,0.132256,1.14067
-169.81,0.988528,0.00930885,4,23,0,171.498,0.144042,0.0183656,0.705789,0.131803,1.14017
-170.104,0.992224,0.016671,6,127,0,171.642,0.134336,0.0275183,0.715066,0.12308,1.13995
-170.605,0.998092,0.0298941,6,75,0,171.886,0.138622,0.0356097,0.715621,0.110147,1.14011
-170.213,0.913881,0.0539946,6,63,0,173.899,0.117466,0.040528,0.670549,0.171457,1.14222
-170.213,0.0709052,0.0759131,3,15,0,173.922,0.117466,0.040528,0.670549,0.171457,1.14222
-170.189,0.999925,0.00974365,8,255,0,171.322,0.109792,0.0501942,0.670383,0.16963,1.14337
-171.064,0.999715,0.0176007,6,63,0,171.357,0.103546,0.0572716,0.666649,0.172533,1.14379
-171.938,0.999056,0.0314622,5,31,0,172.565,0.0964388,0.0630919,0.669099,0.171371,1.14339
-171.024,0.806323,0.0555958,6,63,0,174.609,0.140816,0.0104974,0.728918,0.119768,1.1391
-170.981,0.933666,0.0574054,4,15,0,171.283,0.140216,0.0106114,0.728221,0.120952,1.13937
-171.272,0.159706,0.0837221,3,9,0,173.737,0.136844,0.010197,0.729715,0.123244,1.13939
-170.155,0.99804,0.0150869,8,383,0,175.354,0.138551,0.00768884,0.707959,0.145801,1.13995
-170.572,0.99831,0.0262555,6,63,0,170.759,0.128523,0.00844586,0.721168,0.141863,1.1397
-170.522,0.748834,0.0453173,6,127,0,173.318,0.0809169,0.0217889,0.681447,0.215847,1.14221
-170.837,0.99951,0.0402381,5,31,0,172.523,0.0934975,0.0164703,0.658568,0.231464,1.14301
-172.207,0.564589,0.0688344,3,7,0,172.614,0.0944606,0.0173984,0.656995,0.231146,1.14363
-171.951,0.902067,0.0378805,5,63,0,176.754,0.09147,0.0311876,0.70339,0.173952,1.14142
-168.9,0.985619,0.0500552,4,15,0,172.368,0.108116,0.0270697,0.677047,0.187767,1.14211
-169.032,0.353343,0.0814908,3,13,0,169.667,0.110342,0.0290113,0.674713,0.185934,1.14245
-170.393,0.983202,0.0266004,4,31,0,173.886,0.104807,0.0248648,0.70507,0.165258,1.14059
-171.465,0.783404,0.042929,5,47,0,174.627,0.0996057,0.0207181,0.690739,0.188937,1.14058
-170.005,1,0.0418062,2,3,0,171.237,0.0997133,0.0201415,0.691459,0.188686,1.14192
-170.616,0.997267,0.0696046,6,63,0,171.056,0.0882914,0.0114824,0.692524,0.207702,1.14131
-170.616,0.0377616,0.114265,1,3,1,172.34,0.0882914,0.0114824,0.692524,0.207702,1.14131
-169.039,0.998502,0.0179317,7,191,0,173.871,0.128811,0.0264369,0.689012,0.15574,1.14162
-170.47,0.989311,0.0295975,5,31,0,170.881,0.122277,0.0236968,0.718145,0.135881,1.13998
-169.331,0.980264,0.0474495,5,63,0,170.977,0.122811,0.027737,0.705862,0.14359,1.14064
-169.17,0.708299,0.0739575,4,31,0,169.934,0.123957,0.0214681,0.683794,0.17078,1.14172
-168.883,0.999103,0.0600938,5,63,0,170.37,0.12261,0.0231603,0.686971,0.167259,1.14144
-168.883,2.51606e-05,0.0971717,1,3,0,172.584,0.12261,0.0231603,0.686971,0.167259,1.14144
-170.312,0.969186,0.0150497,7,175,0,172.54,0.123684,0.00645618,0.705861,0.163998,1.13984
-171.075,0.978462,0.0227593,7,207,0,172.746,0.116623,0.00228381,0.685533,0.19556,1.14125
-171.946,0.734158,0.0349736,6,111,0,176.744,0.0933961,0.00461235,0.706136,0.195855,1.14066
-170.994,0.992835,0.0304969,5,63,0,172.527,0.092657,0.00437198,0.687017,0.215954,1.14157
-172.714,0.783662,0.0480666,6,107,0,174.914,0.0866057,0.00537938,0.679953,0.228062,1.14086
-174.046,0.899534,0.0468741,7,127,0,177.946,0.161036,0.00271747,0.728002,0.108245,1.13959
-174.476,0.753259,0.0593666,4,15,0,175.879,0.171493,0.00295213,0.7155,0.110055,1.1397
-173.962,0.999999,0.054023,6,127,0,175.929,0.159275,0.000836834,0.707048,0.13284,1.13951
-173.962,0.116413,0.0852441,2,5,1,179.104,0.159275,0.000836834,0.707048,0.13284,1.13951
-172.657,0.993988,0.0189279,7,255,0,176.14,0.11794,0.000502052,0.72011,0.161447,1.13921
-173.704,0.997415,0.0294946,7,255,0,176.993,0.154552,0.000196458,0.729748,0.115504,1.1389
-175.745,0.981786,0.0460631,5,63,0,177.281,0.174378,0.000145147,0.735392,0.0900842,1.13832
-175.358,0.83216,0.0691731,2,7,0,176.442,0.16709,0.000147922,0.741764,0.090998,1.13824
-175.156,0.976977,0.074813,6,127,0,176.677,0.162528,6.09526e-05,0.735924,0.101486,1.13827
-175.005,0.379731,0.110364,2,5,1,177.574,0.163871,5.82204e-05,0.730213,0.105858,1.13874
-171.702,0.573223,0.0452109,7,127,0,180.982,0.134553,0.00256262,0.707857,0.155027,1.13939
-170.859,0.959828,0.0282226,5,35,0,172.677,0.129677,0.00271535,0.712473,0.155134,1.14005
-171.171,0.999929,0.0401033,6,127,0,171.977,0.125112,0.00188974,0.715431,0.157567,1.13988
-171.91,0.783139,0.0617597,4,31,0,172.556,0.12285,0.00196609,0.718151,0.157033,1.13912
-170.847,0.635547,0.0601537,6,79,0,174.26,0.131645,0.00477919,0.711636,0.15194,1.14032
-170.647,0.993155,0.0431086,3,11,0,170.933,0.131692,0.00471231,0.712439,0.151157,1.13951
-172.545,0.185463,0.0649818,2,7,0,175.724,0.131123,0.00445219,0.709634,0.15479,1.13906
-170.341,0.989374,0.0184911,3,7,0,173.399,0.131477,0.00449584,0.709816,0.154211,1.13985
-170.693,0.993047,0.0276591,5,63,0,171.961,0.127624,0.00476995,0.717806,0.1498,1.13947
-170.835,0.995794,0.0415094,3,11,0,170.934,0.126701,0.00474889,0.719832,0.148718,1.13967
-171.889,0.965734,0.0623828,4,15,0,173.328,0.137816,0.00426047,0.688797,0.169126,1.14106
-171.889,0.000112313,0.0878725,1,3,0,173.034,0.137816,0.00426047,0.688797,0.169126,1.14106
-171.769,0.996898,0.0177579,6,63,0,172.556,0.1347,0.00431004,0.688071,0.172919,1.14056
-170.688,0.974318,0.0266931,6,95,0,173.487,0.107622,0.00456934,0.681587,0.206222,1.14167
-171.399,0.998919,0.0382086,6,95,0,171.635,0.0915956,0.00300765,0.69505,0.210347,1.14103
-170.546,0.856985,0.0572176,6,79,0,172.178,0.12288,0.00450367,0.71349,0.159127,1.13968
-172.456,0.625429,0.0645441,6,87,0,173.047,0.134798,0.00208189,0.715819,0.147302,1.13889
-170.184,0.991155,0.0462002,7,255,0,173.275,0.109204,0.0145084,0.677627,0.198661,1.14131
-170.421,0.863245,0.0676879,5,47,0,171.521,0.115452,0.0172752,0.670299,0.196974,1.14183
-170.401,0.101162,0.0770894,4,29,1,171.453,0.115047,0.0191731,0.669186,0.196593,1.14262
-170.233,0.999645,0.0201146,6,127,0,171.102,0.117948,0.0190065,0.669484,0.193562,1.14219
-169.967,0.921975,0.0299079,5,31,0,172.329,0.113026,0.017287,0.689407,0.18028,1.14071
-170.182,0.987717,0.0381853,6,95,0,172.265,0.131167,0.0132783,0.685538,0.170017,1.14107
-169.079,0.840867,0.0551376,5,63,0,171.984,0.115244,0.023039,0.693189,0.168528,1.14164
-169.185,0.999966,0.0600559,5,63,0,169.525,0.122764,0.0146613,0.694096,0.168478,1.14117
-169.506,0.323782,0.0882759,2,7,1,171.301,0.11782,0.0133226,0.696194,0.172663,1.14127
-173.187,0.997817,0.0362538,5,31,0,173.963,0.104454,0.0100229,0.724695,0.160828,1.14
-170.461,0.43183,0.0530105,5,31,0,176.489,0.106852,0.0127495,0.708235,0.172163,1.14013
-171.783,0.938776,0.0268925,6,79,0,173.212,0.134391,0.0071755,0.686876,0.171557,1.14154
-171.422,0.86208,0.0351677,6,95,0,175.396,0.102683,0.0133061,0.710706,0.173304,1.14083
-174.555,0.999873,0.0398177,5,63,0,176.638,0.0892476,0.0104811,0.640563,0.259708,1.14324
-173.541,0.665914,0.0580368,4,15,0,175.572,0.0880877,0.0100198,0.644887,0.257006,1.14341
-175.432,0.526182,0.0457158,6,127,0,178.983,0.0595257,0.0108244,0.693306,0.236344,1.14166
-177.153,0.861877,0.0279565,2,3,0,177.68,0.0590935,0.010907,0.692756,0.237244,1.14063
-177.153,0,0.252813,0,1,1,178.131,0.0590935,0.010907,0.692756,0.237244,1.14063
-177.153,0,0.590335,0,1,1,178.054,0.0590935,0.010907,0.692756,0.237244,1.14063
-175.828,1,0.0582066,5,31,0,177.263,0.0712839,0.0149279,0.635754,0.278034,1.14478
-170.814,0.889069,0.0606224,4,27,0,177.3,0.077357,0.0263922,0.65874,0.237511,1.14294
-171.6,0.998057,0.0597231,4,23,0,172.651,0.0773154,0.0303809,0.684714,0.20759,1.14243
-172.792,0.432256,0.0915867,5,31,0,174.917,0.12038,0.00936291,0.715049,0.155209,1.14091
