   0.0066275299   0.0257631000   0.0039378451
   0.0074072401   0.0260853004   0.0012923150
   0.0081869503   0.0264586005   0.0007242900
   0.0089666499   0.0261009000   0.0004613585
   0.0097463597   0.0262096003   0.0003314155
   0.0105261002   0.0260397997   0.0002470115
   0.0113057997   0.0260157995   0.0001944275
   0.0120855002   0.0259579998   0.0001756565
   0.0128651997   0.0258638002   0.0001564000
   0.0136449002   0.0259102006   0.0001324430
   0.0144245997   0.0255549997   0.0001405600
   0.0152043002   0.0254769996   0.0001274670
   0.0159840006   0.0254325997   0.0001260380
   0.0167637002   0.0252813008   0.0001203320
   0.0175433997   0.0254499000   0.0001115905
   0.0183230992   0.0251691006   0.0001138920
   0.0191028006   0.0249764994   0.0001016305
   0.0198825002   0.0248066001   0.0001097350
   0.0206621997   0.0248226002   0.0001011915
   0.0214418992   0.0246529002   0.0000960780
   0.0222216006   0.0247213002   0.0001093165
   0.0230013002   0.0245466996   0.0001115515
   0.0237809997   0.0244380999   0.0001045580
   0.0245606992   0.0240094997   0.0001115975
   0.0253404006   0.0241110008   0.0001051770
   0.0261201002   0.0238004997   0.0000967475
   0.0268997997   0.0236840993   0.0001026785
   0.0276794992   0.0234239008   0.0001006735
   0.0284592006   0.0230669007   0.0000992320
   0.0292389002   0.0233283993   0.0001160350
   0.0300184991   0.0233123004   0.0001098225
   0.0307982005   0.0228631999   0.0001047820
   0.0315779001   0.0227425005   0.0000959365
   0.0323575996   0.0227148999   0.0001085650
   0.0331372991   0.0226175003   0.0001110935
   0.0339169987   0.0222437009   0.0000980135
   0.0346966982   0.0220964998   0.0000900890
   0.0354763009   0.0217068996   0.0000902720
   0.0362560004   0.0215010997   0.0000889570
   0.0370356999   0.0215476993   0.0000840860
   0.0378153995   0.0212242007   0.0000808125
   0.0385949984   0.0210177004   0.0000825315
   0.0393747017   0.0208366998   0.0000998635
   0.0401544012   0.0205748994   0.0000719595
   0.0409341007   0.0204242002   0.0000733185
   0.0417136997   0.0200769007   0.0000732025
   0.0424933992   0.0199347995   0.0000694245
   0.0432730988   0.0196757000   0.0000702560
   0.0440527014   0.0195486993   0.0001051020
   0.0448324010   0.0192802995   0.0000867540
   0.0456121005   0.0190669000   0.0000687305
   0.0463916995   0.0189484991   0.0000695440
   0.0471713990   0.0186336003   0.0000656915
   0.0479510017   0.0185065996   0.0000828555
   0.0487307012   0.0182172991   0.0000630575
   0.0495103002   0.0178859998   0.0000646300
   0.0502899997   0.0177108999   0.0000627870
   0.0510695986   0.0174860992   0.0000627370
   0.0518492982   0.0174253993   0.0000603080
   0.0526289009   0.0171760991   0.0000595940
   0.0534086004   0.0169859007   0.0000650560
   0.0541881993   0.0168469008   0.0000639780
   0.0549677983   0.0165004004   0.0000627845
   0.0557475016   0.0163435992   0.0000644390
   0.0565271005   0.0161048993   0.0000631690
   0.0573066995   0.0159322005   0.0000612180
   0.0580863990   0.0155822998   0.0000619830
   0.0588660017   0.0154021000   0.0000626695
   0.0596456006   0.0151530001   0.0000615510
   0.0604253002   0.0150223998   0.0000690855
   0.0612048991   0.0147663001   0.0000654130
   0.0619845018   0.0146350004   0.0000600715
   0.0627641007   0.0144090997   0.0000609315
   0.0635436997   0.0141923996   0.0000570495
   0.0643232986   0.0140594002   0.0000562955
   0.0651030019   0.0138204005   0.0000559230
   0.0658826008   0.0135976002   0.0000539680
   0.0666621998   0.0133862002   0.0000616285
   0.0674417987   0.0131539004   0.0000536880
   0.0682213977   0.0129349995   0.0000610235
   0.0690009966   0.0127291000   0.0000620640
   0.0697806031   0.0125722997   0.0000514055
   0.0705602020   0.0123653999   0.0000677660
   0.0713396966   0.0122349001   0.0000675555
   0.0721193030   0.0120227002   0.0000511890
   0.0728989020   0.0119486004   0.0000492482
   0.0736785010   0.0116544999   0.0000500950
   0.0744580999   0.0114606004   0.0000486552
   0.0752376989   0.0113263996   0.0000485537
   0.0760172009   0.0111483997   0.0000489493
   0.0767967999   0.0109254997   0.0000532720
   0.0775763988   0.0108417999   0.0000496247
   0.0783559009   0.0106814001   0.0000542980
