# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=397636949
# chain_id=0
# iter=4000
# warmup=2000
# save_warmup=1
# thin=1
# refresh=400
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_0.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,weights.5,scale
-6248.23,0.999974,0.000423211,9,511,0,6251.88,0.168219,0.145534,0.362446,0.132943,0.190858,3.76088
-6248.02,0.333335,0.000701943,1,3,0,6248.77,0.168238,0.145528,0.362447,0.132876,0.190911,3.75825
-6247.08,0.99977,0.000264577,8,255,0,6248.67,0.174781,0.143474,0.364059,0.12939,0.188297,3.76959
-6240.49,0.968885,0.000436964,10,1023,0,6250.12,0.185928,0.182818,0.39179,0.111965,0.127499,3.73084
-6240.49,0.044739,0.000670385,1,3,0,6241.9,0.185928,0.182818,0.39179,0.111965,0.127499,3.73084
-6240.5,0.994095,0.000137137,10,1023,0,6242.44,0.181942,0.18312,0.40891,0.111361,0.114667,3.72093
-6240.63,0.9982,0.000222436,10,1023,0,6241.56,0.184814,0.1881,0.412661,0.109083,0.105342,3.71847
-6240.81,0.991969,0.000361889,9,511,0,6241.26,0.179504,0.183619,0.427853,0.10884,0.100184,3.71111
-6240.81,0.230439,0.000577655,3,13,0,6241.74,0.179504,0.183619,0.427853,0.10884,0.100184,3.71111
-6242.59,0.979014,0.000181653,10,1023,0,6243.9,0.189082,0.186205,0.421812,0.0995054,0.103395,3.71939
-6243.68,0.956899,0.000281585,9,767,0,6245.88,0.172837,0.174785,0.440079,0.108789,0.103509,3.7083
-6242.32,0.967162,0.000414563,10,1023,0,6245.08,0.181086,0.181814,0.440729,0.0844767,0.111894,3.69164
-6242.32,0.0853059,0.00062083,2,7,0,6244.01,0.181086,0.181814,0.440729,0.0844767,0.111894,3.69164
-6242.98,0.999963,0.000147763,9,1023,0,6246.58,0.185389,0.201314,0.415226,0.0865013,0.11157,3.68359
-6240.87,0.999716,0.000236983,10,1023,0,6243.92,0.179949,0.190567,0.442395,0.0770388,0.110051,3.67458
-6240.39,0.999058,0.000377911,10,1023,0,6242.13,0.182404,0.190554,0.43107,0.0730765,0.122895,3.67674
-6241.06,0.0539682,0.00059879,3,9,1,6245.47,0.182344,0.190636,0.431217,0.0730568,0.122747,3.67585
-6242.62,0.921196,0.000137607,6,71,0,6245.41,0.182108,0.190156,0.431786,0.0730936,0.122857,3.67964
-6240.18,0.990784,0.000186189,10,1023,0,6244.47,0.18827,0.190937,0.408871,0.0750907,0.136831,3.69123
-6240.17,0.979525,0.000288936,8,511,0,6241.85,0.184732,0.183474,0.418586,0.0761027,0.137104,3.69344
-6240.4,0.992549,0.000436348,10,1023,0,6241.83,0.184096,0.197479,0.434785,0.0627579,0.120882,3.66422
-6240.4,0.0128695,0.000673441,2,5,1,6245.25,0.184096,0.197479,0.434785,0.0627579,0.120882,3.66422
-6243.19,0.961011,0.000147627,10,1023,0,6243.6,0.194265,0.205124,0.423866,0.05915,0.117594,3.67081
-6242.57,0.99417,0.00021419,10,1023,0,6244.32,0.19192,0.204216,0.428525,0.0585876,0.116752,3.66984
-6242.34,0.935662,0.00033047,9,1023,0,6244.5,0.194449,0.205213,0.428706,0.0573461,0.114285,3.67135
-6241.77,0.683288,0.000452688,9,511,0,6244.22,0.185778,0.201185,0.446934,0.0569812,0.109122,3.65869
-6242.17,0.999685,0.000377883,9,767,0,6242.51,0.181143,0.188707,0.455576,0.0606195,0.113954,3.66548
-6242.17,0.0282423,0.000583801,2,5,0,6242.5,0.181143,0.188707,0.455576,0.0606195,0.113954,3.66548
-6242.43,0.993213,0.000137481,10,1023,0,6244.48,0.183037,0.189393,0.449885,0.0636815,0.114003,3.66779
-6240.38,0.978592,0.00020982,10,1023,0,6243.28,0.189147,0.196535,0.425186,0.0655884,0.123544,3.67771
-6240.99,0.878527,0.000310124,10,1023,0,6241.88,0.182334,0.183028,0.424069,0.067304,0.143265,3.68228
-6240.95,0.999979,0.000377386,9,511,0,6241.45,0.186331,0.183515,0.414303,0.0689835,0.146867,3.69149
-6240.95,2.20012e-07,0.000577128,2,6,1,6245.34,0.186331,0.183515,0.414303,0.0689835,0.146867,3.69149
-6241.25,0.945327,0.00013295,9,543,0,6244.66,0.180537,0.182517,0.419602,0.0708342,0.146509,3.68321
-6246.36,0.952368,0.000183543,8,363,0,6247.47,0.174376,0.188172,0.420599,0.0702675,0.146586,3.66184
-6240.28,0.992936,0.000255983,8,255,0,6251.97,0.180579,0.185655,0.428491,0.0647633,0.140512,3.67259
-6241.62,0.999334,0.000383889,8,255,0,6242.71,0.185407,0.178066,0.425656,0.0652252,0.145645,3.68992
-6241.62,0.0113706,0.000580465,2,5,0,6243.24,0.185407,0.178066,0.425656,0.0652252,0.145645,3.68992
-6241.53,0.999923,0.000140782,10,1023,0,6241.93,0.185227,0.178139,0.42585,0.0652638,0.145521,3.68899
-6242.07,0.945449,0.000213186,10,1023,0,6243.68,0.176164,0.180231,0.436555,0.0634103,0.143639,3.66693
-6242.08,0.999475,0.000291084,10,1023,0,6243.86,0.195005,0.204831,0.423325,0.0465355,0.130303,3.66239
-6240.64,0.651148,0.000437441,9,691,0,6243.13,0.187711,0.200694,0.427029,0.0492006,0.135366,3.65696
-6240.97,0.350328,0.0445102,2,5,0,6241.49,0.187734,0.201009,0.426994,0.0491487,0.135115,3.65498
-6240.97,0,0.196511,0,1,1,6241.59,0.187734,0.201009,0.426994,0.0491487,0.135115,3.65498
-6240.12,0.975177,0.0234014,9,895,0,6242.33,0.189118,0.194957,0.432504,0.033343,0.150078,3.65009
-6242.36,0.810735,0.025409,8,511,0,6244.4,0.185066,0.210649,0.499596,0.0146158,0.0900735,3.60507
-6242.58,0.945214,0.021306,9,1023,0,6243.56,0.184833,0.209133,0.50077,0.0143542,0.0909099,3.60637
-6241.36,0.988983,0.0287814,8,319,0,6244.43,0.188011,0.197548,0.462994,0.0211346,0.130313,3.63185
-6241.37,0.35301,0.0476785,2,5,0,6242.36,0.188184,0.197481,0.462373,0.0212559,0.130706,3.63354
-6240.62,0.974018,0.0114284,10,1023,0,6242.53,0.188045,0.171313,0.362574,0.0779378,0.20013,3.71833
-6241.6,0.983107,0.0190609,8,255,0,6242.73,0.190283,0.174447,0.327046,0.0851089,0.223115,3.72939
-6242.57,0.853962,0.0334695,9,639,0,6243.5,0.189787,0.209477,0.472511,0.0602185,0.0680069,3.65553
-6241.85,0.193083,0.0395548,7,255,0,6246.58,0.177901,0.186996,0.410132,0.0819581,0.143012,3.68309
-6241.6,0.999395,0.00583205,7,127,0,6242.23,0.178078,0.18616,0.410053,0.0822731,0.143436,3.68422
-6243.02,0.929222,0.0110712,4,23,0,6243.87,0.178396,0.186093,0.410308,0.0817668,0.143437,3.6827
-6243.14,0.99936,0.0168748,7,243,0,6243.86,0.177666,0.184362,0.41021,0.0810872,0.146674,3.68258
-6242.63,0.997893,0.0319894,6,127,0,6244.58,0.188737,0.175445,0.390383,0.0928815,0.152554,3.72832
-6242.63,1.01648e-10,0.0600486,1,2,1,6242.76,0.188737,0.175445,0.390383,0.0928815,0.152554,3.72832
-6241.03,0.998683,0.00519394,10,1023,0,6244.56,0.187607,0.184926,0.390356,0.106902,0.130209,3.72805
-6240.6,0.919909,0.00984769,2,7,0,6244.35,0.187635,0.184843,0.390266,0.106957,0.130298,3.72684
-6241.32,0.999998,0.0145878,8,255,0,6243.25,0.176929,0.177074,0.429042,0.0852853,0.131669,3.69254
-6240.84,0.874924,0.0273533,7,127,0,6242.25,0.186869,0.187244,0.406688,0.0928157,0.126383,3.71012
-6240.47,0.909281,0.034993,8,383,0,6241.57,0.189471,0.171485,0.343001,0.0862692,0.209773,3.73108
-6240.61,0.188088,0.0493776,2,5,1,6244.01,0.189521,0.17059,0.343611,0.0858509,0.210427,3.73247
-6241.59,0.999934,0.00836669,10,1023,0,6242.48,0.186038,0.162617,0.316756,0.0754754,0.259114,3.72706
-6240.69,0.99864,0.0154745,8,255,0,6241.79,0.191244,0.168776,0.333948,0.0709807,0.235051,3.72488
-6242.63,0.751857,0.0282277,6,63,0,6242.99,0.192413,0.164218,0.33166,0.072658,0.239051,3.73506
-6241.96,0.990294,0.0251864,9,511,0,6243.99,0.184459,0.187415,0.447045,0.0208879,0.160193,3.63627
-6240.93,0.212979,0.0442496,2,5,0,6241.98,0.184369,0.187681,0.447361,0.0207862,0.159803,3.63681
-6243.11,0.999837,0.00867691,7,255,0,6245.38,0.192441,0.188863,0.441955,0.0198054,0.156935,3.65058
-6241.19,0.976792,0.0156501,7,127,0,6244.34,0.192144,0.192939,0.434525,0.0205952,0.159797,3.64701
-6241.45,0.587407,0.0262277,9,767,0,6247.06,0.184713,0.191174,0.393247,0.0971799,0.133686,3.707
-6241.07,0.999514,0.0150022,9,767,0,6243.31,0.184386,0.189952,0.390321,0.0739423,0.161399,3.6861
-6242.04,0.999903,0.026525,8,319,0,6242.84,0.189225,0.187137,0.441716,0.0412094,0.140713,3.66414
-6241.84,0.44285,0.0465103,2,7,0,6245.97,0.189515,0.188063,0.441444,0.0411097,0.139869,3.66413
-6240.99,0.999512,0.018242,6,127,0,6242.51,0.180603,0.193787,0.433701,0.0448883,0.147021,3.64643
-6241.85,0.915613,0.031759,5,31,0,6242.14,0.180423,0.196428,0.430452,0.0446065,0.148092,3.64303
-6242.84,0.236648,0.0439542,3,12,1,6247.27,0.179376,0.197734,0.431452,0.0439731,0.147465,3.6402
-6241.39,0.999982,0.0102958,9,1023,0,6244.02,0.184773,0.179306,0.431718,0.0420806,0.162123,3.66683
-6240.4,0.976844,0.0177904,8,511,0,6243.6,0.191407,0.189845,0.400517,0.0598265,0.158404,3.68539
-6241.09,0.579309,0.0287214,8,383,0,6243.55,0.18055,0.175723,0.391057,0.0692031,0.183466,3.69154
-6243.32,0.955106,0.0167089,10,1023,0,6246.51,0.185162,0.157972,0.327782,0.0452934,0.283791,3.70465
-6240.14,0.999808,0.0253556,9,511,0,6244.05,0.189088,0.184221,0.391165,0.0206774,0.214848,3.65565
-6239.75,0.167935,0.0427773,2,7,0,6242.36,0.18933,0.183952,0.391702,0.0204759,0.21454,3.65516
-6239.84,0.999039,0.00900449,10,1023,0,6241.92,0.187691,0.174663,0.362905,0.0683361,0.206406,3.70671
-6240.14,0.985929,0.0151584,10,1023,0,6240.79,0.188034,0.190952,0.431408,0.023087,0.166519,3.64439
-6240.74,0.817868,0.024522,9,1023,0,6243,0.192686,0.175375,0.346428,0.012621,0.272889,3.668
-6240.58,0.863303,0.0261462,9,1023,0,6242.92,0.186816,0.186649,0.406332,0.0137664,0.206436,3.63969
-6239.86,0.743157,0.0310902,10,1023,0,6242.03,0.191443,0.191236,0.399755,0.0283402,0.189225,3.65724
-6240.24,0.99522,0.0276212,7,255,0,6240.86,0.183837,0.172902,0.383742,0.0380068,0.221512,3.67274
-6240.47,0.255313,0.0448798,3,9,0,6244.32,0.183558,0.172879,0.382384,0.0380509,0.223128,3.67176
-6241.88,0.970052,0.0125162,9,1023,0,6243.98,0.196052,0.198944,0.392589,0.0421505,0.170265,3.66945
-6241.88,3.98023e-145,0.0765543,1,1,0,6246.11,0.196052,0.198944,0.392589,0.0421505,0.170265,3.66945
-6241.88,0,0.178759,0,1,1,6243.07,0.196052,0.198944,0.392589,0.0421505,0.170265,3.66945
-6240.3,0.925645,0.0176256,7,255,0,6243.71,0.191304,0.185661,0.393668,0.0277832,0.201583,3.66204
-6240.6,0.995031,0.0150576,8,423,0,6241.27,0.184722,0.177841,0.374417,0.0819822,0.181037,3.7099
-6241.62,0.572326,0.0197939,8,511,0,6248.23,0.182206,0.170982,0.402049,0.0159885,0.228774,3.65103
-6241.82,0.998823,0.00856416,9,511,0,6243.82,0.193655,0.163396,0.306815,0.0624368,0.273698,3.72976
-6243.72,0.848271,0.0139452,8,255,0,6247,0.200806,0.173202,0.303048,0.0284507,0.294494,3.70203
-6241.49,0.985885,0.0151643,8,511,0,6247.62,0.193196,0.194641,0.396941,0.00126092,0.213961,3.63432
-6242.21,0.976305,0.0261871,8,255,0,6242.69,0.190036,0.169564,0.356878,0.00132828,0.282194,3.65773
-6242.21,0.0129382,0.0449565,2,5,1,6244.82,0.190036,0.169564,0.356878,0.00132828,0.282194,3.65773
-6241.22,0.999988,0.00371677,10,1023,0,6243.9,0.187686,0.189075,0.407175,0.00138491,0.214679,3.62932
-6240.96,0.999839,0.00703289,9,1023,0,6243.97,0.196582,0.190535,0.38453,0.029663,0.198691,3.67026
-6240.49,0.999494,0.0133838,7,127,0,6241.09,0.194629,0.192327,0.384911,0.0337245,0.194409,3.66798
-6242.21,0.938083,0.0254674,7,191,0,6243.19,0.195674,0.182139,0.391868,0.0358901,0.194429,3.68117
-6242.07,0.30724,0.0399102,3,11,1,6245.05,0.195817,0.183772,0.393258,0.0338384,0.193315,3.67769
-6243.85,0.963608,0.00883303,8,351,0,6247.13,0.184438,0.185489,0.461411,0.0163007,0.152362,3.63271
-6245.78,0.921916,0.0150717,8,255,0,6248.46,0.184311,0.204565,0.520472,0.00786242,0.0827902,3.60345
-6245.43,0.996505,0.0225162,6,63,0,6246.2,0.184424,0.22225,0.48813,0.00952297,0.0956728,3.59045
-6245.43,0.00133642,0.0419757,2,5,0,6249.07,0.184424,0.22225,0.48813,0.00952297,0.0956728,3.59045
-6244.88,0.999433,0.00389425,10,1023,0,6251.37,0.186904,0.190733,0.373251,0.00162708,0.247486,3.63105
-6242.47,0.987671,0.00737068,7,127,0,6248.58,0.187786,0.181316,0.373694,0.00149652,0.255707,3.63949
-6243.09,0.926923,0.0133454,7,199,0,6244.98,0.186445,0.176214,0.399379,0.00202549,0.235937,3.64315
-6244.88,0.977655,0.020035,8,511,0,6247.15,0.181622,0.160252,0.352274,0.00698584,0.298866,3.65656
-6242.47,0.411995,0.0346343,7,191,0,6246.38,0.181232,0.167834,0.393515,0.0108785,0.246541,3.64835
-6242.37,0.999992,0.0116248,8,255,0,6244.1,0.180095,0.175511,0.411779,0.00699033,0.225624,3.63428
-6242.49,0.972581,0.021334,8,255,0,6243.64,0.19989,0.183139,0.33451,0.00694944,0.275511,3.66886
-6244.16,0.499566,0.0358631,7,127,0,6247.55,0.198499,0.175129,0.374451,0.010425,0.241496,3.67398
-6244.56,0.979302,0.0158293,8,511,0,6247.54,0.192845,0.163508,0.36368,0.00148519,0.278482,3.6686
-6242.37,0.999858,0.0269502,7,127,0,6245.14,0.187037,0.174452,0.355126,0.0019254,0.28146,3.64847
-6242.5,0.374723,0.0481353,2,7,1,6247.67,0.187331,0.17588,0.353438,0.00197703,0.281373,3.64771
-6242.27,0.97572,0.0153697,8,255,0,6243.84,0.196181,0.180624,0.377714,0.00234516,0.243136,3.65611
-6240.06,0.830513,0.0255834,8,511,0,6243.81,0.185187,0.191344,0.426307,0.0691046,0.128058,3.67927
-6240.91,0.196916,0.028559,7,127,0,6244.51,0.181217,0.184626,0.428652,0.0646204,0.140884,3.67311
-6241.36,0.999572,0.00585488,9,1023,0,6244.11,0.187544,0.168395,0.337183,0.109662,0.197215,3.75379
-6241.99,0.999999,0.0103332,9,511,0,6243.25,0.179927,0.204047,0.467917,0.0403621,0.107747,3.62732
-6242.05,0.973406,0.0180917,5,31,0,6242.38,0.179997,0.203871,0.464499,0.0414613,0.110172,3.62936
-6243.28,0.746014,0.0292904,7,209,0,6244.53,0.17909,0.190036,0.484107,0.0289258,0.117841,3.62991
-6241.69,0.977736,0.0261252,6,63,0,6244.41,0.179077,0.191319,0.470339,0.0300842,0.12918,3.62966
-6241.69,0.36668,0.0423254,3,9,0,6242.69,0.17905,0.190749,0.469846,0.0305256,0.129829,3.63068
-6242.22,0.996917,0.0143374,8,255,0,6244.08,0.185531,0.213273,0.468512,0.0417398,0.0909452,3.62885
-6241.79,0.947232,0.0243111,8,511,0,6245.54,0.192075,0.173569,0.344264,0.00204949,0.288044,3.65985
-6243.69,0.646923,0.0360989,7,191,0,6243.98,0.187298,0.20653,0.478953,0.000240555,0.126978,3.60383
-6243.33,0.856358,0.0252072,8,511,0,6245.72,0.190923,0.193331,0.389213,0.00025626,0.226277,3.63024
-6243.84,0.387625,0.0297063,7,139,0,6249.29,0.191875,0.183374,0.386025,0.000309074,0.238418,3.64157
-6242.1,0.993965,0.0110403,7,255,0,6245.25,0.192365,0.193505,0.405,0.000239078,0.208891,3.63242
-6240.77,0.977455,0.0182606,9,511,0,6243.15,0.1887,0.177347,0.396273,0.00924668,0.228433,3.65103
-6244.17,0.597332,0.028811,7,255,0,6246.17,0.192189,0.200342,0.420108,0.00196269,0.185398,3.62254
-6242.98,0.764861,0.0181006,6,71,0,6249.8,0.19286,0.209601,0.449759,0.00109732,0.146683,3.61413
-6243.19,0.968231,0.017075,9,511,0,6245.45,0.177288,0.207194,0.494409,0.0715389,0.0495697,3.6433
-6241.19,0.342061,0.0261154,6,127,0,6247.39,0.182305,0.197292,0.466615,0.0590569,0.0947308,3.65386
-6243.51,0.989834,0.00907686,9,511,0,6244.95,0.187951,0.212947,0.502194,0.0108904,0.0860171,3.60545
-6242.53,0.989806,0.014578,8,255,0,6244.16,0.188468,0.214736,0.49141,0.0130017,0.0923847,3.60674
-6241.19,0.996618,0.0232638,8,255,0,6245.34,0.186653,0.192217,0.443928,0.00383247,0.17337,3.62312
-6241.25,0.424125,0.0374821,4,31,0,6242.6,0.186896,0.194497,0.429746,0.0042201,0.184641,3.62354
-6240.87,0.980204,0.0161183,9,511,0,6243.95,0.187425,0.166606,0.358785,0.0860884,0.201096,3.73033
-6243.82,0.676982,0.0249164,8,255,0,6245.4,0.17961,0.178533,0.419554,0.157347,0.0649556,3.75957
-6241.03,0.634412,0.0192581,8,255,0,6247.75,0.186802,0.182573,0.375704,0.0825867,0.172334,3.70942
-6241.05,0.999889,0.0135646,7,247,0,6243.6,0.191835,0.195822,0.420864,0.0614722,0.130006,3.68069
-6241.9,0.994066,0.0217542,6,63,0,6242.31,0.191738,0.194646,0.432927,0.0667952,0.113894,3.68393
-6240.6,0.318779,0.034239,7,127,0,6243.23,0.187925,0.182071,0.409903,0.018595,0.201507,3.65214
-6240.24,0.999167,0.012024,9,511,0,6241.6,0.187325,0.181681,0.37313,0.088157,0.169707,3.71567
-6240.52,0.783665,0.0190983,6,127,0,6242.43,0.18871,0.179866,0.400828,0.0610829,0.169513,3.69201
-6240.53,0.973872,0.0188295,7,255,0,6244.38,0.193792,0.192475,0.397706,0.0174353,0.198592,3.65195
-6241.31,0.992869,0.0280763,8,255,0,6242.49,0.187967,0.182631,0.416457,0.00366962,0.209276,3.63662
-6241.31,0.0749174,0.0434162,2,7,1,6245.36,0.187967,0.182631,0.416457,0.00366962,0.209276,3.63662
-6241.7,0.977105,0.00928297,8,415,0,6243.64,0.193965,0.179965,0.359432,0.0118251,0.254813,3.66182
-6240.93,0.997458,0.0138947,8,475,0,6242.42,0.194282,0.175504,0.362939,0.0150442,0.252231,3.67101
-6241.81,0.999114,0.0216178,8,255,0,6243.84,0.192359,0.203012,0.43974,0.00137594,0.163513,3.62007
-6244.01,0.999613,0.0335849,7,127,0,6246.02,0.176247,0.177323,0.45194,0.00939409,0.185096,3.62332
-6244.37,0.282324,0.0519775,2,5,1,6245.1,0.17605,0.176985,0.453183,0.00941959,0.184362,3.62382
-6242.34,0.858078,0.0178581,8,343,0,6248.99,0.18182,0.183149,0.427833,0.00284444,0.204354,3.62501
-6242.37,0.987912,0.0205584,7,127,0,6244.01,0.183615,0.187556,0.407333,0.00272574,0.21877,3.62567
-6240.67,0.969434,0.0309139,7,255,0,6247.26,0.183335,0.187864,0.400912,0.0396972,0.18819,3.65657
-6240.67,0.00121433,0.0445566,1,3,0,6242.62,0.183335,0.187864,0.400912,0.0396972,0.18819,3.65657
-6241.58,0.988692,0.00880557,7,127,0,6246.53,0.179698,0.189364,0.420274,0.038057,0.172607,3.64429
-6241.37,0.990223,0.0132328,8,511,0,6243.18,0.178265,0.182514,0.425712,0.0465371,0.166972,3.65672
