# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=397636949
# chain_id=1
# iter=4000
# warmup=2000
# save_warmup=1
# thin=1
# refresh=400
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,weights.5,scale
-6240.8,0.944839,0.000395278,10,1023,0,6241.68,0.179814,0.19129,0.443376,0.090132,0.0953876,3.68555
-6241.08,0.500612,0.000538508,10,1023,0,6241.79,0.17913,0.184505,0.425825,0.101918,0.108621,3.70463
-6241.3,0.989566,0.000324049,10,1023,0,6242.8,0.181619,0.18662,0.403156,0.110296,0.118309,3.71472
-6243.62,0.725138,0.000478039,10,1023,0,6247.41,0.189957,0.219456,0.466184,0.0543858,0.070017,3.64131
-6242.49,0.993707,0.0278125,7,127,0,6244.02,0.18672,0.207958,0.488675,0.0538799,0.0627663,3.64524
-6242.49,0,0.395545,0,1,1,6245.48,0.18672,0.207958,0.488675,0.0538799,0.0627663,3.64524
-6242.49,1.92655e-44,0.0666213,1,1,0,6246.25,0.18672,0.207958,0.488675,0.0538799,0.0627663,3.64524
-6243.1,0.996031,0.0065583,10,1023,0,6243.8,0.189863,0.213664,0.451661,0.0667695,0.0780426,3.65865
-6242.61,0.999934,0.00875986,7,255,0,6244.08,0.18696,0.211608,0.447681,0.0711049,0.0826463,3.66063
-6242.45,0.977071,0.0136789,7,127,0,6243.35,0.19068,0.208,0.461017,0.0663218,0.0739807,3.66577
-6241.67,0.780815,0.0216879,8,255,0,6245.16,0.176843,0.182256,0.424715,0.0840376,0.132148,3.68736
-6241.42,0.945357,0.0195841,6,71,0,6242.79,0.183625,0.182023,0.418713,0.0861915,0.129448,3.70297
-6244.57,0.913257,0.0301419,8,511,0,6246.03,0.186462,0.220644,0.496345,0.0532784,0.0432706,3.629
-6244.61,0.180277,0.0426414,2,5,1,6246.45,0.186649,0.22047,0.497713,0.0524218,0.0427472,3.63134
-6245.02,0.984152,0.00599237,8,335,0,6248.64,0.188772,0.226196,0.494841,0.0492777,0.0409138,3.62509
-6241.74,0.976714,0.0107674,9,511,0,6246.87,0.17907,0.193362,0.461516,0.106231,0.0598209,3.69435
-6243.42,0.756882,0.0189691,8,319,0,6247.65,0.175174,0.179963,0.445055,0.126323,0.0734851,3.71936
-6246.62,0.96684,0.0167684,8,255,0,6247.71,0.191608,0.182904,0.339134,0.170985,0.115369,3.80254
-6241.12,0.989582,0.0286494,7,127,0,6246.49,0.180242,0.188428,0.439543,0.110735,0.0810516,3.70835
-6241.09,0.253632,0.052293,2,5,1,6241.84,0.180405,0.187956,0.439677,0.110812,0.08115,3.70894
-6240.6,0.997435,0.00984838,9,895,0,6241.87,0.182243,0.18422,0.396098,0.110302,0.127137,3.7206
-6242.13,0.752561,0.0184493,7,183,0,6243.8,0.183743,0.185601,0.378899,0.11789,0.133867,3.72884
-6240.71,0.968513,0.0163187,6,127,0,6243.96,0.183934,0.181696,0.399771,0.10965,0.124949,3.72414
-6244.85,0.637829,0.0277059,8,255,0,6246.24,0.180246,0.21305,0.516006,0.0387027,0.051996,3.61105
-6242.3,0.973608,0.0174111,9,511,0,6246.58,0.181723,0.162353,0.369277,0.0892048,0.197442,3.7249
-6240.08,0.998058,0.0297713,7,255,0,6241.97,0.185531,0.176149,0.363467,0.0834853,0.191368,3.71458
-6240.28,0.408325,0.0542195,1,3,0,6241.79,0.18533,0.176445,0.360084,0.0846378,0.193502,3.7153
-6240.54,0.999671,0.017611,8,511,0,6243.2,0.179558,0.174343,0.392201,0.08164,0.172258,3.70086
-6242.15,0.662356,0.032056,8,383,0,6245.42,0.177022,0.184552,0.452046,0.120782,0.0655981,3.71363
-6242.89,0.969071,0.0220357,7,159,0,6244.7,0.183354,0.179372,0.421561,0.140802,0.0749113,3.75259
-6242.89,2.30764e-10,0.0363509,2,5,1,6251.43,0.183354,0.179372,0.421561,0.140802,0.0749113,3.75259
-6242.47,0.996902,0.00390992,6,127,0,6244.12,0.183153,0.180127,0.417609,0.142786,0.0763244,3.75373
-6243.5,0.999753,0.00701407,8,511,0,6243.99,0.179144,0.179541,0.370826,0.178208,0.0922812,3.78334
-6242.6,0.97217,0.0125592,7,127,0,6244.22,0.18191,0.174695,0.40912,0.149203,0.0850719,3.7633
-6243.2,0.729404,0.0206511,6,63,0,6247.33,0.178501,0.177513,0.390553,0.159182,0.0942514,3.76339
-6242.25,0.999081,0.0174183,8,331,0,6243.88,0.177014,0.184924,0.445482,0.122955,0.0696248,3.71692
-6243.01,0.631388,0.0304621,7,191,0,6244.13,0.180504,0.18542,0.391751,0.165399,0.0769262,3.76671
-6243.22,0.999811,0.0197649,7,255,0,6245.76,0.174936,0.170578,0.409837,0.170377,0.0742709,3.77478
-6243.22,0.068409,0.0342857,2,7,0,6244.27,0.174936,0.170578,0.409837,0.170377,0.0742709,3.77478
-6242.72,0.999662,0.00509237,10,1023,0,6243.62,0.180055,0.178799,0.409752,0.166985,0.06441,3.77095
-6241.25,0.953733,0.00884676,10,1023,0,6246.11,0.187877,0.192217,0.414424,0.0635794,0.141904,3.67735
-6240.11,0.99529,0.0135284,5,47,0,6242.9,0.187335,0.194014,0.408671,0.0650312,0.144948,3.67816
-6243.39,0.95592,0.0228657,5,63,0,6246.45,0.189152,0.186349,0.44894,0.0534809,0.122078,3.67532
-6242.66,0.431609,0.0346768,6,95,0,6246.25,0.177883,0.199197,0.452263,0.0520324,0.118625,3.63954
-6241.68,0.999443,0.0138703,9,511,0,6243.27,0.189488,0.180878,0.33834,0.0817753,0.209518,3.71737
-6240.55,0.844394,0.0234022,9,575,0,6243.21,0.180813,0.175323,0.40213,0.082314,0.159419,3.70079
-6240.3,0.999624,0.02662,9,703,0,6242.48,0.184859,0.190265,0.444012,0.0290099,0.151854,3.64278
-6240.59,0.25169,0.0443743,2,5,0,6246.07,0.185283,0.189631,0.443131,0.0294462,0.152508,3.64398
-6241.15,0.984662,0.0116903,10,1023,0,6243.99,0.187544,0.182282,0.373453,0.0155259,0.241195,3.65242
-6243.97,0.923329,0.018759,10,1023,0,6247.25,0.190262,0.18799,0.352552,0.00202027,0.267176,3.64022
-6241.75,0.74827,0.0257722,6,63,0,6245.48,0.192453,0.182887,0.359147,0.00195158,0.263562,3.64985
-6243.84,0.981979,0.0231345,10,1023,0,6245.66,0.195221,0.183505,0.345071,8.75524e-05,0.276115,3.65288
-6242.75,0.990946,0.0363464,10,1023,0,6245.47,0.198164,0.180349,0.359402,0.00128939,0.260795,3.66092
-6242.75,0.126756,0.0579713,1,3,1,6243.54,0.198164,0.180349,0.359402,0.00128939,0.260795,3.66092
-6241.82,0.899054,0.0239681,7,255,0,6247.5,0.198323,0.198335,0.387212,0.00991015,0.20622,3.6481
-6241.82,0,0.286979,0,1,1,6242.99,0.198323,0.198335,0.387212,0.00991015,0.20622,3.6481
-6241.78,0.20321,0.0459321,2,5,1,6246.96,0.198117,0.197028,0.3838,0.00896014,0.212095,3.64876
-6239.98,0.996722,0.0075477,8,255,0,6242.19,0.190594,0.181448,0.378305,0.0166293,0.233024,3.65785
-6241.7,0.936405,0.0103146,7,255,0,6243.76,0.185662,0.176608,0.403751,0.0341977,0.199782,3.66859
-6240.48,0.985339,0.0135097,8,383,0,6242.98,0.19176,0.171421,0.339436,0.059107,0.238277,3.712
-6240.48,3.77517e-05,0.0220496,4,17,1,6247.49,0.19176,0.171421,0.339436,0.059107,0.238277,3.712
-6240.87,0.999994,0.00175719,10,1023,0,6241.89,0.186736,0.171187,0.352641,0.12184,0.167597,3.75752
-6240.2,0.99978,0.00314177,8,383,0,6241.18,0.185576,0.171776,0.35721,0.0942365,0.1912,3.72955
-6241.22,0.901221,0.00578176,9,599,0,6242.69,0.190713,0.198081,0.438185,0.00389794,0.169123,3.62518
-6242.42,0.999449,0.00792187,9,511,0,6244.99,0.199351,0.192472,0.393814,0.0163405,0.198023,3.66013
-6242.75,0.798604,0.0149318,8,255,0,6245.38,0.194199,0.176272,0.370964,0.0159622,0.242603,3.67195
-6243.15,0.9759,0.014991,7,155,0,6243.89,0.190326,0.180054,0.350377,0.00894061,0.270302,3.6572
-6243.24,0.693244,0.0263429,7,127,0,6246.91,0.184681,0.19706,0.46484,0.0227375,0.130681,3.63051
-6243.2,0.997745,0.0191146,7,127,0,6244.42,0.190596,0.206434,0.453589,0.0115543,0.137826,3.62295
-6241.52,0.571434,0.0358408,2,7,0,6242.5,0.190188,0.205125,0.458433,0.0122995,0.133955,3.62064
-6244.07,0.732156,0.0179748,6,91,0,6246.27,0.185883,0.213115,0.486547,0.00140207,0.113053,3.59284
-6242.11,0.993387,0.0148936,8,255,0,6244.92,0.195079,0.174805,0.349964,0.0324349,0.247716,3.688
-6245.37,0.0453658,0.0273451,7,127,0,6250.18,0.177918,0.175646,0.409118,0.000401659,0.236916,3.62362
-6242.33,0.999127,0.00287895,9,1023,0,6247.1,0.184274,0.185261,0.436507,0.000898367,0.19306,3.62321
-6242.9,0.99039,0.00540573,5,47,0,6243.44,0.184524,0.185989,0.434525,0.000920108,0.194041,3.6223
-6243.52,0.996567,0.00979672,8,511,0,6247.63,0.185029,0.21071,0.471319,0.00426817,0.128673,3.59757
-6241.27,0.728721,0.0179092,8,255,0,6243.91,0.188384,0.174611,0.39887,0.064732,0.173403,3.70088
-6242.81,0.974914,0.0148828,7,255,0,6243.7,0.179864,0.189815,0.394229,0.100406,0.135686,3.70196
-6242.95,0.243783,0.025229,1,3,0,6243.93,0.179752,0.189736,0.394936,0.100733,0.134843,3.70232
-6242.37,0.990905,0.00524895,10,1023,0,6245.4,0.194456,0.206293,0.401992,0.0108174,0.186442,3.63247
-6240.01,0.960199,0.00931285,8,331,0,6244.03,0.185724,0.182645,0.395639,0.0315987,0.204393,3.66002
-6240.01,0.988585,0.0150132,6,63,0,6240.86,0.185444,0.182267,0.384041,0.044477,0.203772,3.67104
-6240.42,0.345236,0.0259858,2,5,0,6241.14,0.185386,0.182585,0.384665,0.0446669,0.202698,3.6722
-6241.09,0.986907,0.00754068,8,255,0,6242.26,0.181477,0.167751,0.358625,0.0604961,0.231651,3.6959
-6239.99,0.999434,0.0129487,8,351,0,6242.99,0.189931,0.195955,0.419533,0.0203482,0.174233,3.64112
-6240.44,0.510654,0.0228003,6,127,0,6242.95,0.185788,0.185937,0.423421,0.0203649,0.184489,3.64268
-6240.28,0.995181,0.0106613,8,383,0,6241.41,0.192895,0.184438,0.373581,0.0144937,0.234592,3.65819
-6242.33,0.784301,0.0184187,7,191,0,6244.35,0.181969,0.198566,0.438293,0.0314405,0.149732,3.63345
-6243.14,0.766084,0.0180359,6,63,0,6245.19,0.18545,0.191084,0.464208,0.0442436,0.115014,3.6524
-6241.02,0.974313,0.0168398,6,127,0,6244.06,0.184715,0.187792,0.448304,0.0347852,0.144404,3.64896
-6243.13,0.0732583,0.0270951,5,31,0,6244.45,0.184097,0.185822,0.460202,0.0285327,0.141346,3.64545
-6248.77,0.998492,0.00420049,9,583,0,6252.91,0.200098,0.192885,0.440001,0.0302444,0.136771,3.66804
-6247.3,0.999672,0.00721474,8,319,0,6250.34,0.190345,0.208579,0.381387,0.0178819,0.201806,3.63154
-6246.42,0.999733,0.0123261,5,31,0,6248.27,0.190781,0.206698,0.378643,0.0191554,0.204723,3.63556
-6242.06,0.989443,0.0208908,5,63,0,6248.76,0.190574,0.205917,0.413712,0.0322416,0.157556,3.64369
-6242.51,0.144765,0.034231,2,5,1,6244.9,0.190284,0.206028,0.41164,0.03267,0.159378,3.64387
-6243.76,0.999435,0.00678142,9,767,0,6245.66,0.188647,0.148563,0.318257,0.0474251,0.297108,3.72176
-6243.11,0.999914,0.0113994,9,511,0,6245,0.184825,0.208572,0.507032,0.041833,0.0577382,3.62904
-6241.73,0.882824,0.01904,7,255,0,6245.68,0.182521,0.182555,0.438201,0.0059866,0.190737,3.62753
-6243.06,0.969244,0.023725,6,63,0,6243.86,0.178567,0.187668,0.433269,0.00451182,0.195984,3.61457
-6243.82,0.248753,0.0363314,2,5,0,6244.56,0.178435,0.187461,0.435919,0.00491784,0.193267,3.61342
-6246.02,0.98221,0.00977395,8,511,0,6248.54,0.196277,0.177035,0.313383,0.000254822,0.313049,3.66703
-6245.2,0.970177,0.0154393,6,63,0,6247.22,0.197793,0.172438,0.322587,0.000260924,0.306921,3.67348
-6244.57,0.775721,0.0235534,5,31,0,6246.26,0.199116,0.171555,0.313676,0.000189623,0.315463,3.6761
-6242.78,0.52036,0.022591,7,127,0,6248.45,0.183211,0.176332,0.406719,0.00252049,0.231217,3.63392
-6242.34,0.990195,0.011922,8,255,0,6245.08,0.182237,0.174079,0.391976,0.00298471,0.248723,3.63778
-6240.68,0.977684,0.0189236,7,255,0,6245.24,0.180384,0.189621,0.451808,0.061549,0.116638,3.66268
-6240.68,0.000106389,0.0290045,1,3,1,6242.97,0.180384,0.189621,0.451808,0.061549,0.116638,3.66268
-6240.13,0.996129,0.00468355,9,511,0,6241.38,0.188823,0.19483,0.426205,0.0473094,0.142833,3.66338
-6241.08,0.934669,0.0075115,9,511,0,6243.27,0.19154,0.179345,0.384769,0.00375052,0.240596,3.64966
-6241.42,0.999784,0.0104168,7,127,0,6241.96,0.189104,0.184103,0.37777,0.00185071,0.247172,3.63987
-6241.51,0.944227,0.0166601,7,191,0,6243.38,0.188182,0.187993,0.439823,0.010342,0.17366,3.6347
-6241.7,0.97937,0.0233908,6,71,0,6243.33,0.185236,0.19237,0.412738,0.00564262,0.204013,3.62559
-6241.13,0.426292,0.0353655,3,11,0,6243.94,0.184992,0.191179,0.421844,0.0040289,0.197957,3.62347
-6241.8,0.963075,0.015644,8,255,0,6243.47,0.184202,0.189207,0.454214,0.00391739,0.168459,3.62043
-6244.31,0.86249,0.0227593,7,255,0,6245.33,0.194171,0.174426,0.321446,0.000121685,0.309835,3.66364
-6245.7,0.400418,0.0264538,6,63,0,6248.43,0.198186,0.171047,0.309507,1.78074e-05,0.321242,3.6752
-6245.12,0.957263,0.0112369,8,255,0,6250.32,0.193504,0.172544,0.350427,1.23088e-05,0.283513,3.65964
-6240.4,0.992786,0.0160663,8,255,0,6246.02,0.187348,0.186549,0.418112,0.00774865,0.200241,3.63579
-6240.42,0.750148,0.024692,6,71,0,6241.47,0.185482,0.18506,0.397961,0.0211551,0.210342,3.64796
-6240.45,0.50152,0.0224799,6,79,0,6242.46,0.185655,0.180933,0.389997,0.0469173,0.196498,3.67612
-6239.82,0.913051,0.012075,3,15,0,6241.51,0.185791,0.180704,0.390967,0.0456762,0.196862,3.67476
-6240.18,0.995712,0.0155888,7,255,0,6240.51,0.186852,0.190131,0.410524,0.0724233,0.14007,3.68668
-6240.18,0.0312973,0.0238777,2,5,1,6244.53,0.186852,0.190131,0.410524,0.0724233,0.14007,3.68668
-6242.23,0.957682,0.00484271,8,303,0,6243.67,0.183185,0.188011,0.413472,0.0873946,0.127938,3.69809
-6239.91,0.942965,0.00686392,9,511,0,6244.76,0.189383,0.186879,0.407799,0.0494572,0.166482,3.67617
-6240.95,0.864306,0.00940138,7,247,0,6242.98,0.191006,0.186343,0.39374,0.0460684,0.182843,3.6761
-6243,0.792584,0.0109149,7,239,0,6246.6,0.190246,0.189941,0.436127,0.0279701,0.155715,3.6547
-6242.84,0.895991,0.0109231,6,67,0,6245.84,0.189935,0.201325,0.414303,0.041304,0.153133,3.65199
-6241.37,1,0.0134942,6,95,0,6243.16,0.189369,0.19735,0.414274,0.0339059,0.165102,3.65249
